step,seg,elapsed_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
759,2,258.07,19.28,59.23,0.70,-0.70,-2.11,2.87,0,0.00,0.83,0.00,0.30,1,0,0,-0.12,0,,19.0
760,2,258.04,19.26,59.16,0.78,-0.64,-2.21,2.21,0,0.52,0.00,0.00,0.77,0,0,0,-0.12,0,,19.0
761,2,258.01,19.24,59.09,0.84,-0.59,-2.22,1.61,0,0.00,0.84,0.24,0.00,1,0,0,-0.53,0,,19.4
762,2,257.98,19.22,59.02,0.88,-0.63,-2.26,0.95,0,0.86,0.00,0.18,0.00,1,0,0,-0.12,0,,19.4
763,2,257.94,19.20,58.94,0.90,-0.63,-2.16,0.29,0,0.00,0.35,0.00,0.74,1,0,0,-0.12,0,,19.4
764,2,257.92,19.18,58.88,0.90,-0.54,-2.23,-0.31,1,0.00,0.91,0.00,0.13,0,0,0,-0.02,0,,19.4
765,2,257.88,19.17,58.80,0.87,-0.50,-2.36,-0.97,0,0.07,0.00,0.00,0.94,0,0,0,-0.12,0,,19.4
766,2,257.85,19.15,58.72,0.83,-0.36,-2.33,-1.63,0,0.65,0.00,0.00,0.62,0,0,0,-0.12,0,,19.4
767,2,257.82,19.14,58.66,0.77,-0.35,-2.31,-2.23,0,0.00,0.51,0.73,0.00,1,0,0,-0.12,0,,19.4
768,2,257.79,19.13,58.58,0.69,-0.42,-2.31,-2.89,0,0.99,0.00,0.00,0.15,0,1,0,-0.12,0,,19.4
769,2,257.75,19.11,58.50,0.58,-0.47,-2.26,-3.55,0,0.00,0.41,0.79,0.00,0,0,0,-0.12,0,,19.4
770,2,257.72,19.14,58.46,0.60,0.96,-1.48,1.27,0,0.00,0.32,0.00,0.86,0,0,0,-0.12,0,,19.4
771,2,257.69,19.17,58.41,0.63,1.07,-1.54,0.61,0,0.41,0.00,0.00,0.79,0,0,0,-0.12,0,,19.4
772,2,257.66,19.21,58.36,0.64,1.19,-1.57,-0.05,0,0.00,0.60,0.00,0.71,0,0,0,-0.12,0,,19.4
773,2,257.63,19.25,58.31,0.63,1.29,-1.66,-0.65,1,0.00,0.91,0.15,0.00,0,0,0,-0.02,0,,19.4
774,2,257.59,19.29,58.25,0.60,1.25,-1.79,-1.31,0,0.00,0.11,0.92,0.00,0,0,0,-0.12,0,,19.4
775,2,257.56,19.32,58.18,0.57,0.47,-2.40,0.59,0,0.00,0.58,0.66,0.00,0,0,0,-0.12,0,,19.4
776,2,257.53,19.33,58.11,0.58,0.37,-2.49,-0.01,0,0.00,0.71,0.59,0.00,1,0,0,-0.53,0,,19.8
777,2,257.50,19.34,58.03,0.57,0.31,-2.60,-0.67,1,0.00,0.12,0.00,0.83,0,0,0,-0.02,0,,19.8
778,2,257.46,19.35,57.94,0.56,0.44,-2.82,0.00,0,0.00,0.90,0.00,0.22,0,0,0,-0.12,0,,19.8
779,2,257.44,19.37,57.85,0.56,0.48,-3.01,0.00,1,0.99,0.00,0.15,0.00,0,1,0,-0.02,0,,19.8
780,2,257.40,19.38,57.76,0.56,0.34,-2.66,0.00,1,0.00,0.55,0.72,0.00,0,0,0,-0.02,0,,19.8
781,2,257.37,19.39,57.66,0.67,0.15,-2.82,7.16,1,0.00,0.82,0.00,0.36,1,0,0,-0.02,0,,19.8
782,2,257.34,19.39,57.58,0.88,0.15,-2.95,6.56,0,0.00,0.77,0.42,0.00,0,0,0,-0.12,0,,19.8
783,2,257.31,19.40,57.48,1.08,0.08,-2.98,5.90,0,0.86,0.00,0.40,0.00,0,0,0,-0.12,0,,19.8
784,2,257.27,19.40,57.38,1.27,0.07,-2.97,5.24,0,0.00,0.80,0.00,0.40,1,0,0,-0.12,0,,19.8
785,2,257.24,19.40,57.29,1.41,0.15,-3.04,4.64,0,0.13,0.00,0.00,0.87,0,0,0,-0.12,0,,19.8
786,2,257.21,19.41,57.19,1.55,0.28,-3.05,3.98,0,0.00,0.45,0.00,0.77,0,0,0,-0.12,0,,19.8
787,2,257.18,19.42,57.09,1.67,0.35,-3.04,3.32,0,0.83,0.00,0.00,0.01,0,0,0,-0.53,0,,20.2
788,2,257.15,19.43,57.00,1.76,0.33,-3.02,2.72,0,0.00,0.84,0.29,0.00,0,0,0,-0.12,0,,20.2
789,2,257.11,19.44,56.90,1.84,0.28,-3.16,2.06,0,0.00,0.60,0.00,0.69,0,0,0,-0.12,0,,20.2
790,2,257.08,19.45,56.79,1.90,0.36,-3.23,1.40,0,0.79,0.00,0.00,0.43,0,0,0,-0.12,0,,20.2
791,2,257.05,19.46,56.70,1.93,0.35,-3.13,0.80,0,0.52,0.00,0.73,0.00,0,0,0,-0.12,0,,20.2
792,2,257.02,19.47,56.59,1.94,0.26,-3.04,0.14,0,0.66,0.00,0.00,0.60,0,0,0,-0.12,0,,20.2
793,2,256.99,19.48,56.50,1.94,0.35,-2.99,-0.52,0,0.00,0.83,0.00,0.38,1,0,0,-0.12,0,,20.2
794,2,256.95,19.49,56.40,1.91,0.33,-3.07,-1.12,0,0.00,0.03,0.79,0.00,1,0,0,-0.12,0,,20.2
795,2,256.92,19.50,56.30,1.86,0.24,-3.02,-1.78,0,0.99,0.00,0.11,0.00,0,1,0,-0.12,0,,20.2
796,2,256.89,19.51,56.21,1.79,0.21,-2.87,-2.44,0,0.87,0.00,0.25,0.00,1,0,0,-0.12,0,,20.2
797,2,256.86,19.51,56.12,1.71,0.17,-2.75,-3.04,0,0.86,0.00,0.14,0.00,0,0,0,-0.53,0,,20.7
798,2,256.83,19.52,56.03,1.60,0.17,-2.64,-3.70,0,0.12,0.00,0.00,0.88,0,0,0,-0.12,0,,20.7
799,2,256.79,19.53,55.95,1.46,0.26,-2.64,-4.36,0,0.00,0.30,0.84,0.00,1,0,0,-0.12,0,,20.7
800,2,256.76,19.53,55.87,1.32,0.13,-2.66,-4.96,0,0.54,0.00,0.66,0.00,0,0,0,-0.12,0,,20.7
801,2,256.73,19.53,55.78,1.14,0.11,-2.58,-5.62,0,0.53,0.00,0.00,0.76,0,0,0,-0.12,0,,20.7
802,2,256.70,19.54,55.70,0.95,0.19,-2.50,-6.28,0,0.62,0.00,0.68,0.00,0,0,0,-0.12,0,,20.7
803,2,256.67,19.54,55.62,0.75,0.13,-2.42,-6.88,0,0.41,0.00,0.00,0.79,0,0,0,-0.12,0,,20.7
804,2,256.63,19.55,55.56,0.59,0.27,-0.25,3.54,0,0.00,0.82,0.00,0.30,1,0,0,-0.12,0,,20.7
805,2,256.60,19.56,55.55,0.70,0.30,-0.35,2.88,0,0.88,0.00,0.20,0.00,0,0,0,-0.12,0,,20.7
806,2,256.57,19.57,55.54,0.77,0.31,-0.31,2.28,0,0.00,0.67,0.00,0.54,0,0,0,-0.12,0,,20.7
807,2,256.54,19.58,55.53,0.84,0.33,-0.33,1.62,0,0.82,0.00,0.46,0.00,0,0,0,-0.12,0,,20.7
808,2,256.50,19.59,55.52,0.88,0.28,-0.20,0.96,0,0.72,0.00,0.00,0.60,0,0,0,-0.12,0,,20.7
809,2,256.48,19.60,55.52,0.90,0.34,-0.14,0.36,0,0.00,0.78,0.35,0.00,0,0,0,-0.12,0,,20.7
810,2,256.44,19.61,55.51,0.90,0.31,-0.28,-0.30,0,0.00,0.85,0.00,0.31,0,0,0,-0.12,0,,20.7
811,2,256.41,19.62,55.50,0.87,0.29,-0.41,-0.96,0,0.00,0.66,0.61,0.00,1,0,0,-0.12,0,,20.7
812,2,256.38,19.63,55.48,0.83,0.18,-0.45,-1.56,0,0.39,0.00,0.80,0.00,0,0,0,-0.12,0,,20.7
813,2,256.35,19.63,55.47,0.77,0.11,-0.36,-2.22,0,0.91,0.00,0.00,0.25,0,0,0,-0.12,0,,20.7
814,2,256.31,19.64,55.46,0.69,0.12,-0.27,-2.88,0,0.00,0.85,0.32,0.00,1,0,0,-0.12,0,,20.7
815,2,256.28,19.64,55.45,0.59,0.13,-0.38,-3.48,0,0.00,0.46,0.00,0.75,0,0,0,-0.12,0,,20.7
816,2,256.25,19.64,55.39,0.60,-0.05,-2.23,1.27,0,0.00,0.57,0.67,0.00,0,0,0,-0.12,0,,20.7
817,2,256.22,19.64,55.31,0.63,-0.13,-2.35,0.61,0,0.00,0.76,0.30,0.00,0,0,0,-0.12,0,,20.7
818,2,256.19,19.63,55.24,0.64,-0.12,-2.39,0.01,0,0.49,0.00,0.00,0.68,0,0,0,-0.12,0,,20.7
819,2,256.15,19.63,55.16,0.63,-0.11,-2.35,-0.65,1,0.00,0.04,0.89,0.00,0,0,0,-0.02,0,,20.7
820,2,256.12,19.62,55.09,0.60,-0.27,-2.36,-1.31,0,0.18,0.00,0.82,0.00,1,0,0,-0.53,0,,21.1
821,2,256.09,19.61,55.02,0.63,-0.52,-1.46,7.32,0,0.99,0.00,0.00,0.11,0,1,0,-0.12,0,,21.1
822,2,256.06,19.59,54.98,0.86,-0.47,-1.39,6.66,0,0.00,0.50,0.00,0.73,1,0,0,-0.12,0,,21.1
823,2,256.02,19.58,54.93,1.07,-0.38,-1.44,6.00,0,0.86,0.00,0.04,0.00,1,0,0,-0.12,0,,21.1
824,2,256.00,19.57,54.89,1.24,-0.37,-1.35,5.40,0,0.00,0.38,0.00,0.78,1,0,0,-0.12,0,,21.1
825,2,255.96,19.56,54.84,1.41,-0.32,-1.35,4.74,0,0.75,0.00,0.48,0.00,0,0,0,-0.12,0,,21.1
826,2,255.93,19.55,54.80,1.55,-0.41,-1.25,4.08,0,0.22,0.00,0.86,0.00,0,0,0,-0.12,0,,21.1
827,2,255.90,19.53,54.76,1.66,-0.53,-1.25,3.48,0,0.00,0.74,0.52,0.00,0,0,0,-0.12,0,,21.1
828,2,255.87,19.51,54.72,1.77,-0.63,-1.34,2.82,0,0.19,0.00,0.73,0.00,0,0,0,-0.12,0,,21.1
829,2,255.83,19.49,54.68,1.85,-0.71,-1.33,2.16,0,0.00,0.51,0.00,0.71,0,0,0,-0.12,0,,21.1
830,2,255.80,19.47,54.64,1.90,-0.61,-1.42,1.56,0,0.70,0.00,0.49,0.00,0,0,0,-0.12,0,,21.1
831,2,255.77,19.45,54.59,1.94,-0.62,-1.41,0.90,0,0.00,0.72,0.00,0.47,0,0,0,-0.12,0,,21.1
832,2,255.74,19.43,54.54,1.96,-0.59,-1.51,0.24,0,0.13,0.00,0.91,0.00,0,0,0,-0.12,0,,21.1
833,2,255.71,19.41,54.50,1.96,-0.73,-1.49,-0.36,0,0.00,0.90,0.10,0.00,0,0,0,-0.12,0,,21.1
834,2,255.67,19.39,54.44,1.93,-0.74,-1.58,-1.02,0,0.65,0.00,0.00,0.59,0,0,0,-0.12,0,,21.1
835,2,255.64,19.36,54.39,1.89,-0.65,-1.48,-1.68,0,0.05,0.00,0.96,0.00,0,0,0,-0.12,0,,21.1
836,2,255.61,19.34,54.35,1.83,-0.73,-1.42,-2.28,0,0.83,0.00,0.28,0.00,1,0,0,-0.12,0,,21.1
837,2,255.58,19.32,54.31,1.74,-0.81,-1.31,-2.94,0,0.45,0.00,0.71,0.00,1,0,0,-0.12,0,,21.1
838,2,255.54,19.29,54.26,1.63,-0.90,-1.21,-3.60,0,0.84,0.00,0.23,0.00,1,0,0,-0.12,0,,21.1
839,2,255.51,19.26,54.23,1.51,-0.92,-1.19,-4.20,0,0.00,0.94,0.00,0.03,0,0,0,-0.12,0,,21.1
840,2,255.48,19.23,54.19,1.36,-0.91,-1.24,-4.86,0,0.89,0.00,0.00,0.21,0,0,0,-0.12,0,,21.1
841,2,255.45,19.20,54.15,1.19,-0.89,-1.23,-5.52,0,0.00,0.92,0.00,0.02,1,0,0,-0.12,0,,21.1
842,2,255.42,19.18,54.11,1.01,-0.84,-1.30,-6.12,0,0.23,0.00,0.00,0.84,0,0,0,-0.53,0,,21.5
843,2,255.39,19.15,54.07,0.80,-0.79,-1.33,-6.78,0,0.00,0.69,0.59,0.00,0,0,0,-0.12,0,,21.5
844,2,255.35,19.12,54.02,0.57,-1.10,-0.81,3.71,0,0.62,0.00,0.67,0.00,0,0,0,-0.12,0,,21.5
845,2,255.32,19.09,54.00,0.67,-1.17,-0.72,3.11,0,0.77,0.00,0.00,0.41,0,0,0,-0.12,0,,21.5
846,2,255.29,19.05,53.98,0.76,-1.10,-0.59,2.45,0,0.74,0.00,0.00,0.53,1,0,0,-0.12,0,,21.5
847,2,255.26,19.01,53.96,0.83,-1.02,-0.48,1.79,0,0.00,0.87,0.00,0.22,0,0,0,-0.12,0,,21.5
848,2,255.23,18.98,53.94,0.87,-0.99,-0.59,1.19,0,0.00,0.75,0.44,0.00,1,0,0,-0.12,0,,21.5
849,2,255.19,18.95,53.92,0.90,-1.04,-0.67,0.53,0,0.88,0.00,0.00,0.10,0,0,0,-0.12,0,,21.5
850,2,255.16,18.92,53.90,0.90,-1.02,-0.58,-0.13,0,0.00,0.72,0.00,0.48,0,0,0,-0.12,0,,21.5
851,2,255.13,18.89,53.88,0.89,-1.00,-0.60,-0.73,1,0.87,0.00,0.33,0.00,1,0,0,-0.02,0,,21.5
852,2,255.10,18.85,53.87,0.85,-1.10,-0.50,-1.39,0,0.28,0.00,0.90,0.00,0,0,0,0.88,0,,20.5
853,2,255.06,18.81,53.85,0.80,-1.12,-0.44,-2.05,0,0.41,0.00,0.00,0.91,1,1,0,-0.12,0,,20.5
854,2,255.03,18.78,53.84,0.73,-0.99,-0.39,-2.65,0,0.00,0.57,0.66,0.00,0,0,0,-0.12,0,,20.5
855,2,255.00,18.75,53.83,0.63,-1.06,-0.39,-3.31,0,0.82,0.00,0.41,0.00,0,0,0,-0.12,0,,20.5
856,2,254.97,18.72,53.82,0.59,-0.69,0.27,1.51,0,0.35,0.00,0.00,0.94,0,1,0,-0.12,0,,20.5
857,2,254.94,18.70,53.83,0.63,-0.55,0.32,0.91,0,0.82,0.00,0.00,0.37,0,0,0,-0.12,0,,20.5
858,2,254.91,18.68,53.84,0.64,-0.49,0.39,0.25,0,0.00,0.90,0.00,0.18,0,0,0,-0.12,0,,20.5
859,2,254.87,18.67,53.85,0.64,-0.47,0.24,-0.41,1,0.92,0.00,0.00,0.18,0,0,0,-0.02,0,,20.5
860,2,254.84,18.65,53.86,0.62,-0.43,0.30,-1.01,0,0.00,0.45,0.00,0.89,0,1,0,-0.12,0,,20.5
861,2,254.81,18.64,53.87,0.57,-0.30,0.28,-1.67,0,0.49,0.00,0.00,0.72,0,0,0,-0.12,0,,20.5
862,2,254.78,18.65,53.87,0.58,0.12,-0.07,0.29,0,0.18,0.00,0.89,0.00,0,0,0,-0.12,0,,20.5
863,2,254.75,18.65,53.87,0.58,-0.01,-0.02,-0.31,1,0.64,0.00,0.65,0.00,1,0,0,-0.02,0,,20.5
864,2,254.71,18.64,53.87,0.57,-0.41,0.30,0.20,0,0.00,0.06,0.03,0.00,0,1,0,-0.12,0,,20.5
865,2,254.68,18.63,53.88,0.62,-0.47,0.27,7.33,1,0.00,0.74,0.00,0.57,1,0,0,-0.02,0,,20.5
866,2,254.65,18.62,53.89,0.83,-0.45,0.24,6.73,0,0.80,0.00,0.49,0.00,0,0,0,-0.12,0,,20.5
867,2,254.62,18.60,53.90,1.04,-0.46,0.29,6.07,0,0.00,0.49,0.00,0.74,0,0,0,-0.12,0,,20.5
868,2,254.59,18.59,53.91,1.23,-0.37,0.19,5.41,0,0.00,0.72,0.00,0.50,0,0,0,-0.12,0,,20.5
869,2,254.56,18.58,53.91,1.38,-0.34,0.18,4.81,0,0.88,0.00,0.14,0.00,0,0,0,-0.12,0,,20.5
870,2,254.52,18.56,53.92,1.53,-0.39,0.31,4.15,0,0.70,0.00,0.46,0.00,0,0,0,-0.12,0,,20.5
871,2,254.49,18.55,53.93,1.65,-0.47,0.42,3.49,0,0.15,0.00,0.00,0.84,1,0,0,-0.12,0,,20.5
872,2,254.46,18.54,53.94,1.75,-0.42,0.46,2.89,0,0.37,0.00,0.82,0.00,1,0,0,-0.12,0,,20.5
873,2,254.43,18.52,53.96,1.83,-0.56,0.52,2.23,0,0.59,0.00,0.71,0.00,0,0,0,-0.12,0,,20.5
874,2,254.39,18.50,53.98,1.89,-0.57,0.60,1.57,0,0.43,0.00,0.00,0.78,0,0,0,-0.12,0,,20.5
875,2,254.36,18.49,54.00,1.93,-0.50,0.65,0.97,0,0.06,0.00,0.85,0.00,1,0,0,-0.12,0,,20.5
876,2,254.33,18.47,54.02,1.95,-0.61,0.62,0.31,0,0.00,0.74,0.00,0.49,0,0,0,-0.12,0,,20.5
877,2,254.30,18.45,54.04,1.95,-0.57,0.50,-0.35,0,0.00,0.73,0.58,0.00,0,0,0,-0.12,0,,20.5
878,2,254.27,18.43,54.05,1.93,-0.67,0.43,-0.95,0,0.57,0.00,0.74,0.00,0,0,0,-0.12,0,,20.5
879,2,254.23,18.41,54.07,1.89,-0.76,0.53,-1.61,0,0.86,0.00,0.00,0.15,0,0,0,-0.12,0,,20.5
880,2,254.20,18.38,54.09,1.82,-0.77,0.63,-2.27,0,0.00,0.23,0.92,0.00,0,0,0,-0.12,0,,20.5
881,2,254.17,18.35,54.11,1.74,-0.88,0.62,-2.87,0,0.81,0.00,0.00,0.38,1,0,0,-0.12,0,,20.5
882,2,254.14,18.33,54.13,1.64,-0.82,0.70,-3.53,0,0.00,0.89,0.00,0.30,0,0,0,0.29,0,,20.1
883,2,254.10,18.30,54.15,1.51,-0.80,0.55,-4.19,0,0.00,0.71,0.54,0.00,0,0,0,-0.12,0,,20.1
884,2,254.07,18.28,54.16,1.37,-0.85,0.47,-4.79,0,0.53,0.00,0.00,0.76,0,0,0,-0.12,0,,20.1
885,2,254.04,18.25,54.18,1.20,-0.72,0.52,-5.45,0,0.00,0.55,0.00,0.72,1,0,0,-0.12,0,,20.1
886,2,254.01,18.23,54.20,1.01,-0.73,0.48,-6.11,0,0.15,0.00,0.83,0.00,0,0,0,-0.12,0,,20.1
887,2,253.98,18.20,54.21,0.82,-0.77,0.45,-6.71,0,0.00,0.65,0.00,0.67,1,0,0,-0.12,0,,20.1
888,2,253.95,18.18,54.22,0.58,-0.66,0.35,-7.37,0,0.00,0.29,0.00,0.82,0,0,0,-0.12,0,,20.1
889,2,253.91,18.17,54.22,0.67,-0.34,0.03,3.09,0,0.65,0.00,0.00,0.62,0,0,0,-0.12,0,,20.1
890,2,253.88,18.16,54.23,0.75,-0.34,0.10,2.49,0,0.25,0.00,0.90,0.00,0,0,0,-0.12,0,,20.1
891,2,253.85,18.14,54.23,0.82,-0.47,0.15,1.83,0,0.91,0.00,0.05,0.00,1,0,0,-0.12,0,,20.1
892,2,253.82,18.13,54.24,0.87,-0.50,0.25,1.17,0,0.00,0.49,0.75,0.00,1,0,0,-0.12,0,,20.1
893,2,253.79,18.11,54.24,0.89,-0.61,0.21,0.57,0,0.62,0.00,0.58,0.00,1,0,0,-0.12,0,,20.1
894,2,253.75,18.09,54.25,0.90,-0.69,0.22,-0.09,0,0.00,0.87,0.13,0.00,0,0,0,-0.12,0,,20.1
895,2,253.72,18.07,54.26,0.89,-0.69,0.11,-0.75,1,0.36,0.00,0.00,0.84,1,0,0,-0.02,0,,20.1
896,2,253.69,18.05,54.26,0.85,-0.60,0.17,-1.35,0,0.79,0.00,0.44,0.00,0,0,0,-0.12,0,,20.1
897,2,253.66,18.03,54.27,0.80,-0.67,0.24,-2.01,0,0.00,0.85,0.10,0.00,0,0,0,-0.12,0,,20.1
898,2,253.62,18.00,54.27,0.72,-0.69,0.10,-2.67,0,0.00,0.85,0.10,0.00,0,0,0,-0.12,0,,20.1
899,2,253.59,17.98,54.28,0.63,-0.70,-0.03,-3.27,0,0.31,0.00,0.00,0.76,0,0,0,-0.12,0,,20.1
900,2,253.56,17.96,54.27,0.59,-0.89,-0.03,1.51,0,0.77,0.00,0.00,0.38,1,0,0,-0.12,0,,20.1
901,2,253.53,17.93,54.28,0.63,-0.83,0.10,0.85,0,0.10,0.00,0.92,0.00,0,0,0,-0.12,0,,20.1
902,2,253.50,17.90,54.28,0.64,-0.92,0.09,0.25,0,0.00,0.93,0.00,0.00,0,0,0,-0.12,0,,20.1
903,2,253.47,17.87,54.28,0.64,-0.98,-0.00,-0.41,1,0.22,0.00,0.85,0.00,0,0,0,0.98,0,,19.1
904,2,253.43,17.84,54.28,0.61,-1.08,0.05,-1.07,0,0.82,0.00,0.00,0.47,0,0,0,-0.12,0,,19.1
905,2,253.40,17.81,54.28,0.57,-1.06,0.17,-1.67,0,0.88,0.00,0.25,0.00,0,0,0,-0.12,0,,19.1
906,2,253.37,17.77,54.31,0.58,-0.95,0.82,0.26,0,0.37,0.00,0.00,0.79,1,0,0,-0.12,0,,19.1
907,2,253.34,17.74,54.33,0.58,-0.83,0.87,-0.40,1,0.00,0.74,0.00,0.48,1,0,0,-0.02,0,,19.1
908,2,253.31,17.72,54.36,0.57,-0.59,0.54,0.20,0,0.38,0.00,0.81,0.00,0,0,0,-0.12,0,,19.1
909,2,253.27,17.70,54.38,0.56,-0.83,0.64,0.00,1,0.00,0.57,0.71,0.00,0,0,0,-0.02,0,,19.1
910,2,253.24,17.67,54.39,0.61,-1.14,0.41,7.34,1,0.00,0.24,0.00,0.89,1,0,0,-0.02,0,,19.1
911,2,253.21,17.63,54.40,0.82,-1.02,0.41,6.74,0,0.41,0.00,0.00,0.70,0,0,0,-0.12,0,,19.1
912,2,253.18,17.60,54.42,1.03,-1.00,0.43,6.08,0,0.00,0.25,0.85,0.00,0,0,0,-0.12,0,,19.1
913,2,253.15,17.57,54.43,1.22,-1.14,0.41,5.42,0,0.54,0.00,0.74,0.00,1,0,0,-0.12,0,,19.1
914,2,253.12,17.53,54.45,1.37,-1.26,0.46,4.82,0,0.00,0.19,0.89,0.00,0,0,0,-0.12,0,,19.1
915,2,253.08,17.49,54.46,1.52,-1.40,0.47,4.16,0,0.45,0.00,0.79,0.00,0,0,0,-0.12,0,,19.1
916,2,253.05,17.44,54.48,1.64,-1.54,0.53,3.50,0,0.07,0.00,0.84,0.00,0,0,0,-0.12,0,,19.1
917,2,253.02,17.39,54.49,1.74,-1.66,0.56,2.90,0,0.84,0.00,0.40,0.00,0,0,0,-0.12,0,,19.1
918,2,252.99,17.33,54.51,1.82,-1.65,0.64,2.24,0,0.00,0.10,0.00,0.89,1,0,0,-0.12,0,,19.1
919,2,252.95,17.28,54.53,1.88,-1.51,0.63,1.58,0,0.22,0.00,0.00,0.85,0,0,0,-0.12,0,,19.1
920,2,252.92,17.24,54.55,1.92,-1.44,0.64,0.98,0,0.00,0.37,0.82,0.00,0,0,0,-0.12,0,,19.1
921,2,252.89,17.19,54.57,1.94,-1.55,0.61,0.32,0,0.83,0.00,0.00,0.29,0,0,0,-0.12,0,,19.1
922,2,252.86,17.14,54.60,1.94,-1.50,0.74,-0.34,0,0.83,0.00,0.00,0.37,0,0,0,-0.12,0,,19.1
923,2,252.83,17.09,54.62,1.92,-1.51,0.77,-0.94,0,0.00,0.76,0.55,0.00,0,0,0,-0.12,0,,19.1
924,2,252.79,17.04,54.64,1.88,-1.53,0.65,-1.60,0,0.00,0.59,0.00,0.69,0,0,0,-0.12,0,,19.1
925,2,252.76,16.99,54.66,1.81,-1.43,0.59,-2.26,0,0.86,0.00,0.00,0.23,0,0,0,-0.12,0,,19.1
926,2,252.73,16.95,54.68,1.74,-1.44,0.61,-2.86,0,0.00,0.77,0.48,0.00,0,0,0,-0.12,0,,19.1
927,2,252.70,16.90,54.70,1.63,-1.48,0.57,-3.52,0,0.87,0.00,0.00,0.20,0,0,0,-0.12,0,,19.1
928,2,252.66,16.85,54.72,1.50,-1.47,0.71,-4.18,0,0.91,0.00,0.00,0.05,0,0,0,0.88,0,,18.1
929,2,252.63,16.81,54.74,1.37,-1.49,0.84,-4.78,0,0.67,0.00,0.58,0.00,0,0,0,-0.12,0,,18.1
930,2,252.60,16.76,54.77,1.20,-1.54,0.92,-5.44,0,0.00,0.04,0.00,0.92,0,0,0,-0.12,0,,18.1
931,2,252.57,16.71,54.80,1.00,-1.42,0.94,-6.10,0,0.88,0.00,0.00,0.15,1,0,0,-0.12,0,,18.1
932,2,252.54,16.67,54.83,0.81,-1.39,1.02,-6.70,0,0.00,0.66,0.00,0.63,0,0,0,-0.12,0,,18.1
933,2,252.51,16.62,54.87,0.58,-1.27,0.95,-7.36,0,0.09,0.00,0.00,0.85,0,0,0,-0.12,0,,18.1
934,2,252.47,16.61,54.91,0.67,-0.42,1.51,3.06,0,0.55,0.00,0.00,0.75,1,0,0,-0.12,0,,18.1
935,2,252.44,16.60,54.96,0.75,-0.30,1.58,2.46,0,0.15,0.00,0.86,0.00,0,0,0,-0.12,1,timeout,18.1
936,3,252.33,16.56,55.14,0.90,-0.33,1.60,0.18,0,0.77,0.00,0.00,0.46,0,0,0,-1.12,0,,19.3
937,3,252.30,16.55,55.19,0.89,-0.29,1.68,-0.42,1,0.19,0.00,0.88,0.00,0,0,0,-0.02,0,,19.3
938,3,252.27,16.54,55.25,0.87,-0.41,1.68,-1.08,0,0.00,0.34,0.78,0.00,0,0,0,-0.12,0,,19.3
939,3,252.23,16.52,55.30,0.82,-0.50,1.65,-1.74,0,0.62,0.00,0.00,0.66,0,0,0,-0.12,0,,19.3
940,3,252.20,16.51,55.35,0.76,-0.45,1.73,-2.34,0,0.58,0.00,0.70,0.00,0,0,0,-0.12,0,,19.3
941,3,252.17,16.49,55.41,0.67,-0.58,1.81,-3.00,0,0.28,0.00,0.90,0.00,1,0,0,-0.12,0,,19.3
942,3,252.14,16.47,55.47,0.57,-1.53,1.76,1.75,0,0.92,0.00,0.16,0.00,0,0,0,-0.12,0,,19.3
943,3,252.11,16.42,55.53,0.61,-1.53,1.79,1.15,0,0.00,0.86,0.00,0.31,1,0,0,-0.12,0,,19.3
944,3,252.07,16.37,55.58,0.64,-1.47,1.65,0.49,0,0.00,0.74,0.00,0.59,0,0,0,-0.12,0,,19.3
945,3,252.04,16.32,55.64,0.64,-1.41,1.57,-0.17,0,0.82,0.00,0.41,0.00,0,0,0,-0.12,0,,19.3
946,3,252.01,16.28,55.68,0.63,-1.50,1.63,-0.77,1,0.00,0.31,0.82,0.00,1,0,0,-0.02,0,,19.3
947,3,251.98,16.23,55.74,0.59,-1.57,1.64,-1.43,0,0.85,0.00,0.00,0.39,0,0,0,-0.12,0,,19.3
948,3,251.94,16.19,55.79,0.58,-0.70,1.55,0.50,0,0.00,0.89,0.20,0.00,0,0,0,-0.12,0,,19.3
949,3,251.91,16.17,55.84,0.58,-0.75,1.42,-0.10,0,0.00,0.55,0.69,0.00,0,0,0,-0.12,0,,19.3
950,3,251.88,16.15,55.88,0.57,-0.80,1.31,-0.76,1,0.00,0.85,0.00,0.25,0,0,0,-0.02,0,,19.3
951,3,251.85,16.11,55.92,0.56,-1.14,1.20,0.00,0,0.41,0.00,0.85,0.00,0,0,0,-0.12,0,,19.3
952,3,251.82,16.07,55.96,0.56,-1.50,1.33,0.00,1,0.00,0.82,0.00,0.35,1,0,0,-0.02,0,,19.3
953,3,251.79,16.02,56.00,0.78,-1.49,1.22,6.86,1,0.00,0.11,0.90,0.00,1,0,0,-0.02,0,,19.3
954,3,251.75,15.97,56.04,0.99,-1.61,1.22,6.20,0,0.76,0.00,0.44,0.00,0,0,0,-0.12,0,,19.3
955,3,251.72,15.92,56.08,1.17,-1.69,1.31,5.60,0,0.17,0.00,0.87,0.00,0,0,0,-0.12,0,,19.3
956,3,251.69,15.86,56.13,1.34,-1.83,1.33,4.94,0,0.00,0.61,0.00,0.79,0,1,0,-1.53,0,,20.7
957,3,251.66,15.80,56.17,1.49,-1.74,1.24,4.28,0,0.00,0.48,0.00,0.74,0,0,0,-0.12,0,,20.7
