step,seg,elapsed_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
3855,12,152.66,2.43,-23.30,0.88,1.11,1.09,-0.78,1,0.00,0.65,0.76,0.00,0,1,0,-0.02,0,,37.9
3856,12,152.63,2.46,-23.27,0.85,1.01,1.00,-1.38,0,0.38,0.00,0.00,0.81,1,0,0,-0.12,0,,37.9
3857,12,152.59,2.50,-23.24,0.79,1.13,1.06,-2.04,0,0.32,0.00,0.00,0.81,1,0,0,-0.12,0,,37.9
3858,12,152.56,2.54,-23.20,0.71,1.22,1.13,-2.70,0,0.84,0.00,0.33,0.00,0,0,0,-0.12,0,,37.9
3859,12,152.53,2.57,-23.16,0.62,1.18,1.23,-3.30,0,0.00,0.83,0.00,0.37,1,0,0,-0.12,0,,37.9
3860,12,152.50,2.64,-23.13,0.69,2.81,1.06,7.14,0,0.65,0.00,0.00,0.62,0,0,0,-0.12,0,,37.9
3861,12,152.47,2.74,-23.09,0.91,2.91,1.12,6.48,0,0.00,0.70,0.00,0.64,1,0,0,-0.12,0,,37.9
3862,12,152.44,2.82,-23.06,1.10,2.99,1.00,5.88,0,0.00,0.90,0.19,0.00,0,0,0,-0.12,0,,37.9
3863,12,152.40,2.92,-23.03,1.28,2.91,0.91,5.22,0,0.08,0.00,0.92,0.00,0,0,0,-1.12,0,,38.9
3864,12,152.37,3.02,-23.00,1.44,2.83,0.98,4.56,0,0.90,0.00,0.00,0.08,0,0,0,-0.12,0,,38.9
3865,12,152.34,3.10,-22.97,1.56,2.85,1.10,3.96,0,0.54,0.00,0.00,0.66,0,0,0,-0.12,0,,38.9
3866,12,152.31,3.20,-22.93,1.68,2.87,1.12,3.30,0,0.00,0.54,0.75,0.00,1,0,0,-0.12,0,,38.9
3867,12,152.27,3.29,-22.89,1.78,2.74,1.04,2.64,0,0.00,0.36,0.93,0.00,0,1,0,-0.12,0,,38.9
3868,12,152.24,3.37,-22.86,1.85,2.62,0.97,2.04,0,0.00,0.90,0.00,0.17,0,0,0,-0.53,0,,39.4
3869,12,152.21,3.46,-22.83,1.90,2.58,0.88,1.38,0,0.19,0.00,0.82,0.00,0,0,0,-0.12,0,,39.4
3870,12,152.18,3.54,-22.80,1.94,2.46,0.87,0.72,0,0.00,0.91,0.00,0.14,1,0,0,-0.12,0,,39.4
3871,12,152.15,3.61,-22.78,1.95,2.49,0.74,0.12,0,0.00,0.19,0.00,0.85,0,0,0,-0.12,0,,39.4
3872,12,152.12,3.70,-22.76,1.94,2.56,0.76,-0.54,0,0.86,0.00,0.21,0.00,0,0,0,-0.12,0,,39.4
3873,12,152.08,3.78,-22.73,1.91,2.52,0.90,-1.20,0,0.85,0.00,0.24,0.00,0,0,0,-0.12,0,,39.4
3874,12,152.05,3.85,-22.70,1.87,2.47,1.01,-1.80,0,0.44,0.00,0.76,0.00,0,0,0,-0.12,0,,39.4
3875,12,152.02,3.93,-22.67,1.80,2.35,1.07,-2.46,0,0.00,0.81,0.26,0.00,0,0,0,-1.12,0,,40.4
3876,12,151.99,4.01,-22.63,1.70,2.30,0.93,-3.12,0,0.00,0.85,0.02,0.00,0,0,0,-0.12,0,,40.4
3877,12,151.96,4.08,-22.61,1.60,2.31,0.81,-3.72,0,0.00,0.23,0.00,0.90,0,0,0,-0.12,0,,40.4
3878,12,151.92,4.16,-22.58,1.46,2.34,0.76,-4.38,0,0.00,0.33,0.94,0.00,0,1,0,-0.12,0,,40.4
3879,12,151.89,4.23,-22.56,1.31,2.23,0.71,-5.04,0,0.17,0.00,0.00,0.88,0,0,0,-0.12,0,,40.4
3880,12,151.86,4.30,-22.54,1.15,2.34,0.72,-5.64,0,0.00,0.30,0.95,0.00,0,1,0,-0.12,0,,40.4
3881,12,151.83,4.38,-22.51,0.95,2.17,0.67,-6.30,0,0.00,0.30,0.96,0.00,0,1,0,-0.12,0,,40.4
3882,12,151.79,4.44,-22.49,0.73,2.04,0.60,-6.96,0,0.00,0.88,0.00,0.23,1,0,0,-0.12,0,,40.4
3883,12,151.76,4.48,-22.48,0.62,-0.92,-0.71,7.34,0,0.93,0.00,0.00,0.15,1,0,0,-0.12,0,,40.4
3884,12,151.73,4.45,-22.51,0.85,-0.92,-0.67,6.68,0,0.00,0.90,0.23,0.00,1,0,0,-0.12,0,,40.4
3885,12,151.70,4.42,-22.53,1.06,-0.98,-0.80,6.02,0,0.12,0.00,0.89,0.00,0,0,0,-0.12,0,,40.4
3886,12,151.67,4.39,-22.55,1.23,-1.12,-0.78,5.42,0,0.82,0.00,0.40,0.00,0,0,0,-0.12,0,,40.4
3887,12,151.63,4.35,-22.58,1.39,-1.22,-0.71,4.76,0,0.00,0.19,0.90,0.00,1,0,0,-0.12,0,,40.4
3888,12,151.60,4.31,-22.60,1.54,-1.37,-0.75,4.10,0,0.00,0.14,0.78,0.00,1,0,0,-0.12,0,,40.4
3889,12,151.57,4.27,-22.63,1.65,-1.47,-0.77,3.50,0,0.28,0.00,0.00,0.83,0,0,0,-0.12,0,,40.4
3890,12,151.54,4.22,-22.65,1.76,-1.40,-0.69,2.84,0,0.83,0.00,0.36,0.00,0,0,0,-0.12,0,,40.4
3891,12,151.51,4.17,-22.67,1.84,-1.48,-0.57,2.18,0,0.51,0.00,0.78,0.00,0,0,0,-0.12,0,,40.4
3892,12,151.48,4.13,-22.69,1.89,-1.58,-0.50,1.58,0,0.36,0.00,0.00,0.93,0,1,0,-0.12,0,,40.4
3893,12,151.44,4.08,-22.70,1.93,-1.43,-0.47,0.92,0,0.00,0.06,0.00,0.92,0,0,0,-0.12,0,,40.4
3894,12,151.41,4.03,-22.72,1.95,-1.32,-0.45,0.26,0,0.83,0.00,0.34,0.00,1,0,0,-0.12,0,,40.4
3895,12,151.38,3.99,-22.73,1.95,-1.38,-0.33,-0.34,0,0.65,0.00,0.58,0.00,0,0,0,-0.12,0,,40.4
3896,12,151.35,3.94,-22.74,1.93,-1.47,-0.21,-1.00,0,0.88,0.00,0.27,0.00,0,0,0,-0.12,0,,40.4
3897,12,151.31,3.89,-22.74,1.88,-1.53,-0.12,-1.66,0,0.00,0.76,0.50,0.00,0,0,0,-0.12,0,,40.4
3898,12,151.28,3.85,-22.75,1.82,-1.61,-0.22,-2.26,0,0.60,0.00,0.70,0.00,0,0,0,0.88,0,,39.4
3899,12,151.25,3.79,-22.75,1.74,-1.66,-0.21,-2.92,0,0.00,0.70,0.00,0.55,0,0,0,-0.12,0,,39.4
3900,12,151.22,3.74,-22.76,1.63,-1.62,-0.33,-3.58,0,0.00,0.69,0.67,0.00,0,0,0,-0.12,0,,39.4
3901,12,151.19,3.69,-22.77,1.51,-1.72,-0.43,-4.18,0,0.02,0.00,0.90,0.00,1,0,0,-0.12,0,,39.4
3902,12,151.16,3.63,-22.79,1.36,-1.85,-0.43,-4.84,0,0.18,0.00,0.00,0.92,0,0,0,-0.12,0,,39.4
3903,12,151.12,3.57,-22.80,1.19,-1.72,-0.39,-5.50,0,0.76,0.00,0.00,0.41,1,0,0,-0.12,0,,39.4
3904,12,151.09,3.52,-22.81,1.01,-1.66,-0.30,-6.10,0,0.00,0.39,0.00,0.84,0,0,0,-0.12,0,,39.4
3905,12,151.06,3.47,-22.82,0.80,-1.58,-0.40,-6.76,0,0.00,0.89,0.05,0.00,0,0,0,-0.12,0,,39.4
3906,12,151.03,3.42,-22.84,0.56,-1.53,-0.44,-7.42,0,0.52,0.00,0.00,0.70,0,0,0,-0.12,0,,39.4
3907,12,151.00,3.42,-22.82,0.67,0.21,0.80,3.08,0,0.00,0.92,0.06,0.00,0,0,0,-0.12,0,,39.4
3908,12,150.96,3.43,-22.79,0.75,0.18,0.66,2.42,0,0.05,0.00,0.91,0.00,0,0,0,-0.12,0,,39.4
3909,12,150.93,3.43,-22.77,0.82,0.10,0.73,1.76,0,0.88,0.00,0.00,0.08,0,0,0,-0.12,0,,39.4
3910,12,150.90,3.43,-22.74,0.87,0.10,0.84,1.16,0,0.00,0.62,0.71,0.00,0,0,0,-0.12,0,,39.4
3911,12,150.87,3.44,-22.72,0.89,-0.03,0.74,0.50,0,0.00,0.19,0.88,0.00,0,0,0,-0.12,0,,39.4
3912,12,150.83,3.43,-22.69,0.90,-0.05,0.75,-0.16,0,0.45,0.00,0.00,0.84,0,0,0,-0.12,0,,39.4
3913,12,150.80,3.43,-22.67,0.88,0.06,0.79,-0.76,1,0.00,1.00,0.00,0.07,1,1,0,-0.02,0,,39.4
3914,12,150.77,3.44,-22.65,0.84,0.06,0.74,-1.42,0,0.91,0.00,0.00,0.00,0,0,0,-0.12,0,,39.4
3915,12,150.74,3.44,-22.62,0.79,0.07,0.84,-2.08,0,0.00,0.63,0.00,0.62,1,0,0,-0.12,0,,39.4
3916,12,150.71,3.44,-22.60,0.71,0.16,0.75,-2.68,0,0.34,0.00,0.00,0.87,0,0,0,-0.12,0,,39.4
3917,12,150.68,3.45,-22.57,0.61,0.21,0.74,-3.34,0,0.00,0.78,0.46,0.00,0,0,0,-0.12,0,,39.4
3918,12,150.64,3.43,-22.57,0.60,-0.89,-0.58,1.40,0,0.00,0.76,0.00,0.46,0,0,0,-0.12,0,,39.4
3919,12,150.61,3.41,-22.59,0.63,-0.84,-0.68,0.80,0,0.72,0.00,0.46,0.00,0,0,0,-0.12,0,,39.4
3920,12,150.58,3.38,-22.61,0.64,-0.92,-0.56,0.14,0,0.76,0.00,0.55,0.00,1,0,0,-0.12,0,,39.4
3921,12,150.55,3.35,-22.63,0.63,-1.00,-0.44,-0.52,1,0.84,0.00,0.01,0.00,0,0,0,-0.02,0,,39.4
3922,12,150.52,3.32,-22.64,0.61,-1.02,-0.33,-1.12,0,0.00,0.06,0.86,0.00,1,0,0,-0.12,0,,39.4
3923,12,150.48,3.28,-22.65,0.57,-0.87,0.45,0.79,0,0.00,0.87,0.27,0.00,0,0,0,-0.12,0,,39.4
3924,12,150.45,3.25,-22.64,0.58,-0.92,0.31,0.13,0,0.35,0.00,0.00,0.80,0,0,0,-0.12,0,,39.4
3925,12,150.42,3.23,-22.63,0.57,-0.82,0.33,-0.47,1,0.31,0.00,0.00,0.86,0,0,0,-0.02,0,,39.4
3926,12,150.39,3.20,-22.62,0.57,-0.58,0.03,0.01,0,0.06,0.00,0.94,0.00,0,0,0,-0.12,0,,39.4
3927,12,150.35,3.18,-22.62,0.56,-0.80,0.16,0.00,1,0.59,0.00,0.00,0.72,0,0,0,-0.02,0,,39.4
3928,12,150.32,3.16,-22.61,0.56,-0.47,0.39,0.00,1,0.26,0.00,0.00,0.80,0,0,0,-0.02,0,,39.4
3929,12,150.29,3.15,-22.60,0.56,-0.16,0.48,0.00,1,0.00,0.13,0.84,0.00,0,0,0,-0.02,0,,39.4
3930,12,150.26,3.14,-22.58,0.56,-0.43,0.38,0.00,1,0.00,0.02,0.00,0.91,0,0,0,-0.02,0,,39.4
3931,12,150.23,3.13,-22.57,0.59,-0.07,0.35,7.40,1,0.79,0.00,0.34,0.00,1,0,0,-0.02,0,,39.4
3932,12,150.19,3.13,-22.56,0.82,-0.12,0.47,6.74,0,0.87,0.00,0.00,0.12,0,0,0,-0.12,0,,39.4
3933,12,150.16,3.13,-22.54,1.03,-0.14,0.59,6.08,0,0.09,0.00,0.91,0.00,0,0,0,-0.12,0,,39.4
3934,12,150.13,3.12,-22.52,1.20,-0.27,0.58,5.48,0,0.00,0.72,0.43,0.00,0,0,0,-0.12,0,,39.4
3935,12,150.10,3.11,-22.50,1.37,-0.35,0.48,4.82,0,0.74,0.00,0.49,0.00,0,0,0,-0.12,0,,39.4
3936,12,150.07,3.10,-22.49,1.52,-0.42,0.55,4.16,0,0.00,0.80,0.31,0.00,0,0,0,-0.12,0,,39.4
3937,12,150.04,3.08,-22.47,1.63,-0.40,0.45,3.56,0,0.00,0.44,0.00,0.82,1,0,0,-0.12,0,,39.4
3938,12,150.00,3.07,-22.46,1.74,-0.27,0.36,2.90,0,0.00,0.41,0.00,0.84,0,0,0,-0.12,0,,39.4
3939,12,149.97,3.07,-22.45,1.82,-0.16,0.33,2.24,0,0.91,0.00,0.00,0.02,1,0,0,-0.12,0,,39.4
3940,12,149.94,3.06,-22.44,1.88,-0.15,0.46,1.64,0,0.60,0.00,0.00,0.72,0,0,0,-0.12,0,,39.4
3941,12,149.91,3.06,-22.42,1.92,-0.05,0.53,0.98,0,0.00,0.88,0.31,0.00,1,0,0,-0.12,0,,39.4
3942,12,149.87,3.05,-22.40,1.94,-0.12,0.42,0.32,0,0.59,0.00,0.70,0.00,0,0,0,-0.12,0,,39.4
3943,12,149.84,3.05,-22.39,1.94,-0.20,0.52,-0.28,0,0.88,0.00,0.15,0.00,1,0,0,-0.12,0,,39.4
3944,12,149.81,3.04,-22.37,1.92,-0.24,0.57,-0.94,0,0.00,0.71,0.49,0.00,0,0,0,-0.12,0,,39.4
3945,12,149.78,3.03,-22.35,1.88,-0.33,0.56,-1.60,0,0.77,0.00,0.54,0.00,0,0,0,-0.12,0,,39.4
3946,12,149.75,3.02,-22.33,1.82,-0.41,0.67,-2.20,0,0.81,0.00,0.00,0.23,0,0,0,-0.12,0,,39.4
3947,12,149.72,3.01,-22.31,1.74,-0.36,0.79,-2.86,0,0.25,0.00,0.00,0.87,0,0,0,-0.12,0,,39.4
3948,12,149.68,3.00,-22.28,1.63,-0.26,0.84,-3.52,0,0.85,0.00,0.02,0.00,0,0,0,-0.12,0,,39.4
3949,12,149.65,2.99,-22.26,1.51,-0.26,0.94,-4.12,0,0.00,0.72,0.00,0.49,1,0,0,-0.12,0,,39.4
3950,12,149.62,2.98,-22.23,1.37,-0.20,0.82,-4.78,0,0.00,0.76,0.00,0.21,0,0,0,-0.12,0,,39.4
3951,12,149.59,2.98,-22.20,1.20,-0.15,0.70,-5.44,0,0.00,0.13,0.00,0.86,0,0,0,-0.12,0,,39.4
3952,12,149.56,2.98,-22.18,1.02,-0.03,0.66,-6.04,0,0.00,0.76,0.00,0.50,0,0,0,-0.12,0,,39.4
3953,12,149.52,2.98,-22.16,0.81,0.06,0.61,-6.70,0,0.61,0.00,0.00,0.71,0,0,0,-0.12,0,,39.4
3954,12,149.49,2.98,-22.14,0.58,0.14,0.71,-7.36,0,0.87,0.00,0.26,0.00,0,0,0,-0.12,0,,39.4
3955,12,149.46,3.00,-22.11,0.66,0.72,1.06,3.12,0,0.75,0.00,0.00,0.26,0,0,0,-0.12,0,,39.4
3956,12,149.43,3.03,-22.07,0.75,0.79,1.09,2.46,0,0.00,0.51,0.00,0.76,0,0,0,-0.12,0,,39.4
3957,12,149.39,3.05,-22.04,0.82,0.92,1.03,1.80,0,0.39,0.00,0.00,0.77,0,0,0,-0.12,0,,39.4
3958,12,149.36,3.08,-22.01,0.86,1.01,1.07,1.20,0,0.00,0.56,0.73,0.00,0,0,0,-0.12,0,,39.4
3959,12,149.33,3.11,-21.97,0.89,0.97,1.03,0.54,0,0.42,0.00,0.00,0.78,0,0,0,-0.12,0,,39.4
3960,12,149.30,3.15,-21.94,0.90,1.10,1.10,-0.12,0,0.50,0.00,0.00,0.81,0,0,0,-0.12,0,,39.4
3961,12,149.27,3.18,-21.90,0.88,1.12,1.16,-0.72,1,0.36,0.00,0.74,0.00,0,0,0,-0.02,0,,39.4
3962,12,149.24,3.22,-21.87,0.85,1.09,1.18,-1.38,0,0.00,0.09,0.00,0.92,0,0,0,-0.53,0,,39.8
3963,12,149.20,3.26,-21.83,0.79,1.19,1.14,-2.04,0,0.00,0.66,0.60,0.00,0,0,0,-0.12,0,,39.8
3964,12,149.17,3.29,-21.79,0.72,1.10,1.04,-2.64,0,0.00,0.61,0.00,0.65,0,0,0,-0.12,0,,39.8
3965,12,149.14,3.33,-21.76,0.62,1.18,0.93,-3.30,0,0.00,0.68,0.00,0.64,1,0,0,-0.12,0,,39.8
3966,12,149.11,3.37,-21.74,0.69,1.37,0.19,7.13,0,0.00,0.62,0.00,0.65,1,0,0,-0.12,0,,39.8
3967,12,149.08,3.41,-21.74,0.89,1.45,0.08,6.53,0,0.00,0.80,0.00,0.40,0,0,0,-0.12,0,,39.8
3968,12,149.04,3.46,-21.74,1.10,1.43,-0.01,5.87,0,0.00,0.06,1.00,0.00,1,1,0,-0.12,0,,39.8
3969,12,149.01,3.51,-21.74,1.28,1.29,0.01,5.21,0,0.86,0.00,0.02,0.00,1,0,0,-0.12,0,,39.8
3970,12,148.98,3.54,-21.74,1.42,1.23,0.08,4.61,0,0.00,0.09,0.94,0.00,1,0,0,-0.12,0,,39.8
3971,12,148.95,3.58,-21.74,1.56,1.07,0.07,3.95,0,0.64,0.00,0.59,0.00,0,0,0,-0.12,0,,39.8
3972,12,148.91,3.62,-21.73,1.68,0.98,0.12,3.29,0,0.00,0.89,0.25,0.00,0,0,0,-0.12,0,,39.8
3973,12,148.88,3.64,-21.73,1.77,0.96,-0.00,2.69,0,0.11,0.00,0.00,0.93,0,0,0,-0.12,0,,39.8
3974,12,148.85,3.68,-21.73,1.85,1.08,-0.01,2.03,0,0.00,0.77,0.47,0.00,0,0,0,-0.12,0,,39.8
3975,12,148.82,3.71,-21.73,1.90,1.04,-0.11,1.37,0,0.17,0.00,0.00,0.89,1,0,0,-0.12,0,,39.8
3976,12,148.79,3.75,-21.74,1.94,1.17,-0.09,0.77,0,0.19,0.00,0.00,0.86,1,0,0,-0.12,0,,39.8
3977,12,148.75,3.79,-21.74,1.95,1.22,-0.04,0.11,0,0.61,0.00,0.62,0.00,1,0,0,-0.12,0,,39.8
3978,12,148.72,3.82,-21.74,1.94,1.11,0.04,-0.55,0,0.00,0.04,0.84,0.00,0,0,0,-0.12,0,,39.8
3979,12,148.69,3.86,-21.74,1.91,0.99,0.04,-1.15,0,0.91,0.00,0.00,0.01,1,0,0,-0.12,0,,39.8
3980,12,148.66,3.89,-21.73,1.87,1.00,0.16,-1.81,0,0.00,0.54,0.00,0.73,0,0,0,-1.12,0,,40.8
3981,12,148.63,3.92,-21.73,1.79,1.09,0.06,-2.47,0,0.00,0.90,0.02,0.00,0,0,0,-0.12,0,,40.8
3982,12,148.60,3.96,-21.73,1.71,1.08,-0.08,-3.07,0,0.00,0.86,0.15,0.00,0,0,0,-0.12,0,,40.8
3983,12,148.56,3.99,-21.73,1.60,1.11,-0.16,-3.73,0,0.21,0.00,0.00,0.87,0,0,0,-0.12,0,,40.8
3984,12,148.53,4.03,-21.74,1.46,1.24,-0.16,-4.39,0,0.00,0.69,0.00,0.63,1,0,0,-0.12,0,,40.8
3985,12,148.50,4.07,-21.75,1.32,1.33,-0.19,-4.99,0,0.54,0.00,0.00,0.73,0,0,0,-0.12,0,,40.8
3986,12,148.47,4.11,-21.75,1.14,1.42,-0.11,-5.65,0,0.12,0.00,0.91,0.00,0,0,0,-0.12,0,,40.8
3987,12,148.43,4.16,-21.75,0.95,1.31,-0.05,-6.31,0,0.81,0.00,0.37,0.00,0,0,0,-0.12,0,,40.8
3988,12,148.40,4.20,-21.75,0.75,1.27,0.04,-6.91,0,0.00,0.60,0.00,0.62,0,0,0,-0.12,0,,40.8
3989,12,148.37,4.24,-21.75,0.59,0.97,0.01,3.53,0,0.91,0.00,0.20,0.00,1,0,0,-0.12,0,,40.8
3990,12,148.34,4.27,-21.75,0.70,0.93,0.15,2.87,0,0.00,0.28,0.88,0.00,1,0,0,-0.12,0,,40.8
3991,12,148.31,4.30,-21.75,0.77,0.80,0.13,2.27,0,0.00,0.17,0.86,0.00,0,0,0,-0.12,0,,40.8
3992,12,148.28,4.32,-21.74,0.84,0.67,0.09,1.61,0,0.00,0.85,0.03,0.00,0,0,0,-0.12,0,,40.8
3993,12,148.24,4.34,-21.74,0.88,0.67,-0.00,0.95,0,0.85,0.00,0.00,0.32,0,0,0,-0.12,0,,40.8
3994,12,148.21,4.36,-21.74,0.90,0.72,0.10,0.35,0,0.00,0.42,0.00,0.79,0,0,0,-0.12,0,,40.8
3995,12,148.18,4.39,-21.74,0.90,0.85,0.04,-0.31,0,0.00,0.20,0.00,0.89,0,0,0,-0.12,0,,40.8
3996,12,148.15,4.42,-21.74,0.87,1.00,0.02,-0.97,0,0.38,0.00,0.00,0.83,0,0,0,-0.12,0,,40.8
3997,12,148.12,4.45,-21.74,0.83,1.12,0.07,-1.57,0,0.38,0.00,0.00,0.80,0,0,0,-0.12,0,,40.8
3998,12,148.08,4.49,-21.73,0.77,1.23,0.12,-2.23,0,0.00,0.85,0.29,0.00,0,0,0,-0.12,0,,40.8
3999,12,148.05,4.53,-21.73,0.68,1.16,0.09,-2.89,0,0.77,0.00,0.42,0.00,0,0,0,-0.12,0,,40.8
4000,12,148.02,4.56,-21.73,0.59,1.18,0.17,-3.49,0,0.19,0.00,0.00,0.88,0,0,0,-0.12,0,,40.8
4001,12,147.99,4.62,-21.71,0.60,1.77,0.44,1.25,0,0.00,0.14,0.99,0.00,0,1,0,-0.12,0,,40.8
4002,12,147.95,4.67,-21.70,0.63,1.66,0.40,0.59,0,0.00,0.44,0.00,0.82,1,0,0,-0.12,0,,40.8
4003,12,147.92,4.72,-21.69,0.64,1.77,0.32,-0.01,0,0.00,0.85,0.26,0.00,0,0,0,-0.12,0,,40.8
4004,12,147.89,4.78,-21.68,0.63,1.67,0.22,-0.67,1,0.00,0.18,0.98,0.00,0,1,0,-0.02,0,,40.8
4005,12,147.86,4.83,-21.67,0.59,1.59,0.27,-1.33,0,0.89,0.00,0.00,0.18,0,0,0,-0.12,0,,40.8
4006,12,147.83,4.88,-21.67,0.57,0.92,0.03,0.63,0,0.00,0.71,0.56,0.00,1,0,0,-1.12,0,,41.8
4007,12,147.79,4.90,-21.67,0.58,0.83,-0.07,-0.03,0,0.83,0.00,0.29,0.00,0,0,0,-0.12,0,,41.8
4008,12,147.76,4.93,-21.67,0.57,0.81,0.03,-0.69,1,0.00,0.48,0.00,0.68,0,0,0,-0.02,0,,41.8
4009,12,147.73,4.96,-21.66,0.57,1.15,0.23,-0.14,0,0.76,0.00,0.45,0.00,1,0,0,-0.12,0,,41.8
4010,12,147.70,5.00,-21.65,0.74,1.13,0.36,7.00,1,0.47,0.00,0.00,0.78,0,0,0,-0.02,0,,41.8
4011,12,147.67,5.04,-21.64,0.96,1.23,0.44,6.34,0,0.84,0.00,0.00,0.16,0,0,0,-0.12,0,,41.8
4012,12,147.64,5.08,-21.62,1.14,1.24,0.56,5.74,0,0.68,0.00,0.48,0.00,1,0,0,-0.12,0,,41.8
4013,12,147.60,5.12,-21.60,1.32,1.16,0.67,5.08,0,0.61,0.00,0.69,0.00,0,0,0,-0.12,0,,41.8
4014,12,147.57,5.15,-21.58,1.47,1.11,0.78,4.42,0,0.87,0.00,0.00,0.29,1,0,0,-0.12,0,,41.8
4015,12,147.54,5.19,-21.55,1.60,1.16,0.89,3.82,0,0.12,0.00,0.00,0.90,1,0,0,-0.12,0,,41.8
4016,12,147.51,5.23,-21.52,1.71,1.29,0.88,3.16,0,0.00,0.88,0.00,0.02,0,0,0,-0.12,0,,41.8
4017,12,147.47,5.27,-21.50,1.80,1.28,0.78,2.50,0,0.83,0.00,0.33,0.00,0,0,0,-0.12,0,,41.8
4018,12,147.44,5.31,-21.47,1.87,1.23,0.88,1.90,0,0.00,0.88,0.00,0.22,0,0,0,-0.12,0,,41.8
4019,12,147.41,5.35,-21.44,1.92,1.25,0.72,1.24,0,0.00,0.94,0.00,0.08,0,0,0,-0.12,0,,41.8
4020,12,147.38,5.39,-21.42,1.95,1.23,0.57,0.58,0,0.00,0.27,0.89,0.00,0,0,0,-0.12,0,,41.8
4021,12,147.35,5.43,-21.41,1.96,1.10,0.54,-0.02,0,0.86,0.00,0.36,0.00,1,0,0,-0.12,0,,41.8
4022,12,147.31,5.46,-21.39,1.94,1.02,0.67,-0.68,0,0.69,0.00,0.58,0.00,1,0,0,-0.12,0,,41.8
4023,12,147.28,5.49,-21.36,1.91,0.92,0.79,-1.34,0,0.75,0.00,0.51,0.00,1,0,0,-0.12,0,,41.8
4024,12,147.25,5.52,-21.34,1.86,0.83,0.89,-1.94,0,0.00,0.03,0.95,0.00,0,0,0,-0.12,0,,41.8
4025,12,147.22,5.54,-21.31,1.78,0.67,0.87,-2.60,0,0.00,0.72,0.56,0.00,0,0,0,-0.12,0,,41.8
4026,12,147.19,5.56,-21.28,1.69,0.62,0.77,-3.26,0,0.14,0.00,0.00,0.92,0,0,0,-0.12,0,,41.8
4027,12,147.16,5.58,-21.26,1.58,0.73,0.77,-3.86,0,0.00,0.75,0.49,0.00,1,0,0,-0.12,0,,41.8
4028,12,147.12,5.61,-21.23,1.44,0.73,0.71,-4.52,0,0.34,0.00,0.00,0.85,1,0,0,-0.12,0,,41.8
4029,12,147.09,5.63,-21.21,1.28,0.86,0.77,-5.18,0,0.61,0.00,0.00,0.70,0,0,0,-0.12,0,,41.8
4030,12,147.06,5.66,-21.19,1.11,0.95,0.83,-5.78,0,0.00,0.91,0.18,0.00,1,0,0,-0.12,0,,41.8
4031,12,147.03,5.69,-21.16,0.91,0.90,0.77,-6.44,0,0.74,0.00,0.44,0.00,1,0,0,-0.12,0,,41.8
4032,12,146.99,5.72,-21.13,0.69,0.84,0.89,-7.10,0,0.82,0.00,0.00,0.30,0,0,0,-0.12,0,,41.8
4033,12,146.96,5.73,-21.10,0.61,-0.10,1.55,3.43,0,0.00,0.10,0.85,0.00,1,0,0,-0.12,0,,41.8
4034,12,146.93,5.73,-21.05,0.71,-0.24,1.54,2.77,0,0.91,0.00,0.22,0.00,0,0,0,-0.12,1,timeout,41.8
4035,13,146.82,5.70,-20.87,0.89,-0.25,1.59,0.55,0,0.00,0.76,0.46,0.00,1,0,0,0.88,0,,41.4
4036,13,146.79,5.69,-20.82,0.90,-0.31,1.51,-0.11,0,0.00,0.46,0.75,0.00,0,0,0,-0.12,0,,41.4
4037,13,146.75,5.68,-20.77,0.89,-0.39,1.43,-0.77,1,0.00,0.53,0.00,0.64,0,0,0,-0.02,0,,41.4
4038,13,146.72,5.67,-20.73,0.85,-0.29,1.35,-1.37,0,0.11,0.00,0.00,0.94,1,0,0,-0.12,0,,41.4
4039,13,146.69,5.66,-20.68,0.80,-0.14,1.39,-2.03,0,0.45,0.00,0.00,0.82,0,0,0,-0.12,0,,41.4
4040,13,146.66,5.66,-20.64,0.72,-0.05,1.43,-2.69,0,0.00,0.49,0.67,0.00,1,0,0,-0.12,0,,41.4
4041,13,146.63,5.66,-20.59,0.63,-0.15,1.38,-3.29,0,0.85,0.00,0.35,0.00,1,0,0,-0.12,0,,41.4
4042,13,146.59,5.66,-20.56,0.68,0.47,0.66,7.19,0,0.00,0.61,0.00,0.68,0,0,0,-0.12,0,,41.4
4043,13,146.56,5.68,-20.54,0.90,0.56,0.60,6.53,0,0.81,0.00,0.00,0.42,0,0,0,-0.12,0,,41.4
4044,13,146.53,5.70,-20.52,1.09,0.61,0.69,5.93,0,0.00,0.67,0.62,0.00,0,0,0,-0.12,0,,41.4
4045,13,146.50,5.71,-20.50,1.27,0.53,0.59,5.27,0,0.18,0.00,0.00,0.89,0,0,0,-0.12,0,,41.4
4046,13,146.47,5.73,-20.48,1.43,0.63,0.58,4.61,0,0.00,0.84,0.29,0.00,1,0,0,-0.12,0,,41.4
4047,13,146.44,5.75,-20.46,1.56,0.60,0.45,4.01,0,0.00,0.36,0.00,0.87,0,0,0,-0.12,0,,41.4
4048,13,146.40,5.77,-20.45,1.68,0.71,0.39,3.35,0,0.00,0.19,0.86,0.00,1,0,0,-0.12,0,,41.4
4049,13,146.37,5.79,-20.44,1.78,0.59,0.38,2.69,0,0.84,0.00,0.23,0.00,1,0,0,-0.12,0,,41.4
4050,13,146.34,5.81,-20.42,1.85,0.54,0.49,2.09,0,0.00,0.46,0.72,0.00,0,0,0,-0.12,0,,41.4
