step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
2870,10,109.50,-62.38,-34.25,0.76,1.02,-3.76,-2.30,0,0.00,0.42,0.84,0.00,0,0,0,-0.12,0,,25.3
2871,10,109.43,-62.33,-34.50,0.57,-0.60,-2.58,7.50,0,0.84,0.00,0.27,0.00,1,0,0,-0.12,0,,25.3
2872,10,109.37,-62.37,-34.66,1.00,-0.62,-2.31,6.24,0,0.97,0.00,0.00,0.23,0,1,0,-0.12,0,,25.3
2873,10,109.31,-62.40,-34.79,1.35,-0.67,-2.05,4.98,0,0.65,0.00,0.61,0.00,1,0,0,-0.12,0,,25.3
2874,10,109.24,-62.46,-34.92,1.63,-0.83,-1.82,3.66,0,0.83,0.00,0.29,0.00,0,0,0,0.88,0,,24.3
2875,10,109.18,-62.51,-35.03,1.82,-0.78,-1.62,2.40,0,0.48,0.00,0.00,0.73,0,0,0,-0.12,0,,24.3
2876,10,109.11,-62.55,-35.13,1.93,-0.54,-1.56,1.14,0,0.00,0.17,0.00,0.88,0,0,0,-0.12,0,,24.3
2877,10,109.05,-62.58,-35.23,1.96,-0.49,-1.69,-0.18,0,0.00,0.58,0.72,0.00,0,0,0,-0.12,0,,24.3
2878,10,108.99,-62.61,-35.34,1.91,-0.49,-1.81,-1.44,0,0.00,0.08,0.00,0.90,0,0,0,-0.12,0,,24.3
2879,10,108.92,-62.64,-35.46,1.77,-0.26,-1.74,-2.70,0,0.80,0.00,0.00,0.54,0,0,0,-0.12,0,,24.3
2880,10,108.86,-62.65,-35.57,1.55,-0.08,-1.69,-4.02,0,0.00,0.60,0.00,0.68,1,0,0,-0.12,0,,24.3
2881,10,108.79,-62.65,-35.68,1.25,0.03,-1.66,-5.28,0,1.00,0.00,0.00,0.05,0,1,0,-0.12,0,,24.3
2882,10,108.73,-62.64,-35.77,0.88,0.14,-1.53,-6.54,0,0.00,0.28,0.00,0.87,0,0,0,-0.12,0,,24.3
2883,10,108.67,-62.59,-35.84,0.64,1.94,0.38,3.29,0,0.49,0.00,0.79,0.00,0,0,0,-0.12,0,,24.3
2884,10,108.60,-62.48,-35.81,0.80,1.70,0.54,2.03,0,0.60,0.00,0.65,0.00,0,0,0,-0.12,0,,24.3
2885,10,108.54,-62.38,-35.77,0.89,1.69,0.65,0.77,0,0.18,0.00,0.00,0.91,0,0,0,-0.12,0,,24.3
2886,10,108.47,-62.26,-35.72,0.90,1.64,0.82,-0.55,0,0.70,0.00,0.58,0.00,0,0,0,-0.12,0,,24.3
2887,10,108.41,-62.16,-35.67,0.82,1.63,0.84,-1.81,0,0.00,0.61,0.00,0.58,1,0,0,-0.12,0,,24.3
2888,10,108.35,-62.05,-35.62,0.66,1.82,0.68,-3.07,0,0.00,0.35,0.00,0.73,0,0,0,0.29,0,,23.9
2889,10,108.28,-61.98,-35.62,0.62,0.41,-0.52,1.09,0,0.00,0.87,0.00,0.03,0,0,0,-0.12,0,,23.9
2890,10,108.22,-61.96,-35.65,0.64,0.52,-0.60,-0.17,0,0.47,0.00,0.00,0.71,0,0,0,-0.12,0,,23.9
2891,10,108.16,-61.92,-35.69,0.59,0.72,-0.44,-1.43,1,0.58,0.00,0.00,0.62,0,0,0,-0.02,0,,23.9
2892,10,108.09,-61.82,-35.69,0.58,1.74,-0.00,-0.11,0,0.00,0.21,0.00,0.85,1,0,0,-0.12,0,,23.9
2893,10,108.03,-61.70,-35.69,0.56,2.32,0.15,0.00,1,0.62,0.00,0.00,0.67,0,0,0,-0.02,0,,23.9
2894,10,107.96,-61.54,-35.67,0.56,2.80,0.61,0.00,1,0.46,0.00,0.00,0.77,0,0,0,-0.02,0,,23.9
2895,10,107.90,-61.34,-35.61,0.56,2.95,1.15,0.00,1,0.82,0.00,0.12,0.00,0,0,0,-0.02,0,,23.9
2896,10,107.83,-61.16,-35.53,0.56,3.02,1.22,0.00,1,0.00,0.56,0.00,0.69,0,0,0,-0.02,0,,23.9
2897,10,107.77,-60.96,-35.46,0.56,3.00,1.14,0.00,1,0.78,0.00,0.47,0.00,0,0,0,0.39,0,,23.5
2898,10,107.70,-60.78,-35.37,0.78,2.75,1.47,6.86,1,0.00,0.15,0.00,0.88,1,0,0,-0.02,0,,23.5
2899,10,107.64,-60.60,-35.28,1.17,2.94,1.55,5.60,0,0.80,0.00,0.00,0.32,1,0,0,-0.12,0,,23.5
2900,10,107.58,-60.41,-35.17,1.48,3.10,1.71,4.34,0,0.14,0.00,0.00,0.87,0,0,0,-0.12,0,,23.5
2901,10,107.51,-60.19,-35.06,1.72,3.31,1.61,3.02,0,0.00,0.81,0.00,0.40,0,0,0,-0.12,0,,23.5
2902,10,107.45,-59.98,-34.97,1.87,3.28,1.35,1.76,0,0.00,0.75,0.54,0.00,0,0,0,0.29,0,,23.1
2903,10,107.39,-59.78,-34.89,1.94,3.19,1.08,0.50,0,0.00,0.90,0.00,0.12,0,0,0,-0.12,0,,23.1
2904,10,107.32,-59.57,-34.83,1.93,3.31,0.81,-0.82,0,0.00,0.57,0.00,0.73,0,0,0,-1.12,0,,24.1
2905,10,107.26,-59.36,-34.79,1.83,3.43,0.58,-2.08,0,0.00,0.82,0.00,0.10,0,0,0,-0.12,0,,24.1
2906,10,107.19,-59.14,-34.75,1.66,3.52,0.51,-3.34,0,0.68,0.00,0.00,0.63,0,0,0,-0.12,0,,24.1
2907,10,107.13,-58.90,-34.71,1.39,3.64,0.75,-4.66,0,0.90,0.00,0.00,0.04,0,0,0,0.29,0,,23.7
2908,10,107.07,-58.67,-34.66,1.06,3.74,0.97,-5.92,0,0.50,0.00,0.00,0.74,0,0,0,-0.12,0,,23.7
2909,10,107.00,-58.43,-34.59,0.64,3.95,1.14,-7.18,0,0.59,0.00,0.00,0.68,0,0,0,-0.12,0,,23.7
2910,10,106.94,-58.14,-34.55,0.74,4.46,0.72,2.58,0,0.88,0.00,0.15,0.00,0,0,0,-0.12,0,,23.7
2911,10,106.87,-57.86,-34.49,0.86,4.33,0.77,1.32,0,0.00,0.62,0.65,0.00,1,0,0,0.29,0,,23.2
2912,10,106.81,-57.59,-34.45,0.90,4.29,0.73,0.06,0,0.59,0.00,0.00,0.68,1,0,0,-0.12,0,,23.2
2913,10,106.75,-57.30,-34.40,0.86,4.26,0.87,-1.26,1,0.26,0.00,0.88,0.00,1,0,0,-0.02,0,,23.2
2914,10,106.68,-57.04,-34.34,0.74,4.22,0.95,-2.52,0,0.30,0.00,0.00,0.80,0,0,0,0.29,0,,22.8
2915,10,106.62,-56.78,-34.27,0.58,2.98,1.85,1.63,0,0.00,0.78,0.00,0.45,0,0,0,-0.12,0,,22.8
2916,10,106.55,-56.58,-34.16,0.64,3.17,1.62,0.31,0,0.00,0.56,0.00,0.77,0,0,0,-0.12,0,,22.8
2917,10,106.49,-56.37,-34.06,0.62,3.17,1.60,-0.95,0,0.46,0.00,0.81,0.00,0,0,0,-0.12,0,,22.8
2918,10,106.43,-56.17,-33.95,0.56,3.45,1.56,0.00,0,0.38,0.00,0.78,0.00,0,0,0,-0.12,0,,22.8
2919,10,106.36,-55.96,-33.86,0.78,3.03,1.41,6.86,1,0.00,0.88,0.06,0.00,1,0,0,-0.61,0,,23.4
2920,10,106.30,-55.77,-33.77,1.17,2.99,1.39,5.60,0,0.91,0.00,0.18,0.00,0,0,0,-0.12,0,,23.4
2921,10,106.23,-55.58,-33.68,1.48,2.95,1.42,4.34,0,0.00,0.90,0.03,0.00,1,0,0,-0.12,0,,23.4
2922,10,106.17,-55.39,-33.59,1.72,3.06,1.20,3.02,0,0.00,0.25,0.00,0.84,0,0,0,-0.12,0,,23.4
2923,10,106.11,-55.19,-33.52,1.87,3.17,1.28,1.76,0,0.92,0.00,0.15,0.00,0,0,0,-0.12,0,,23.4
2924,10,106.04,-54.99,-33.43,1.94,3.01,1.44,0.50,0,0.02,0.00,0.91,0.00,0,0,0,0.29,0,,23.0
2925,10,105.98,-54.80,-33.34,1.93,2.71,1.43,-0.82,0,0.00,0.05,0.86,0.00,0,0,0,-0.12,0,,23.0
2926,10,105.91,-54.64,-33.24,1.83,2.44,1.47,-2.08,0,0.34,0.00,0.81,0.00,1,0,0,-0.12,0,,23.0
2927,10,105.85,-54.50,-33.15,1.66,2.28,1.40,-3.34,0,0.00,0.89,0.10,0.00,0,0,0,-0.12,0,,23.0
2928,10,105.78,-54.35,-33.07,1.39,2.14,1.17,-4.66,0,0.00,0.35,0.74,0.00,0,0,0,-0.12,0,,23.0
2929,10,105.72,-54.22,-33.00,1.06,1.98,1.22,-5.92,0,0.76,0.00,0.23,0.00,0,0,0,-0.12,0,,23.0
2930,10,105.66,-54.10,-32.91,0.64,1.85,1.26,-7.18,0,0.00,0.70,0.57,0.00,0,0,0,-0.53,0,,23.4
2931,10,105.59,-54.16,-32.90,0.74,-1.52,0.00,2.58,0,0.00,0.64,0.55,0.00,0,0,0,0.29,0,,23.0
2932,10,105.53,-54.26,-32.90,0.86,-1.59,-0.23,1.32,0,0.00,0.81,0.00,0.17,0,0,0,-0.12,0,,23.0
2933,10,105.47,-54.36,-32.92,0.90,-1.65,-0.29,0.06,0,0.70,0.00,0.59,0.00,0,0,0,-0.12,0,,23.0
2934,10,105.40,-54.48,-32.93,0.86,-1.88,-0.11,-1.26,1,0.38,0.00,0.75,0.00,0,0,0,-0.02,0,,23.0
2935,10,105.34,-54.60,-32.94,0.74,-2.01,0.09,-2.52,0,0.93,0.00,0.03,0.00,0,0,0,-0.12,0,,23.0
2936,10,105.28,-54.72,-32.92,0.62,-0.53,1.01,7.33,0,0.00,0.72,0.54,0.00,1,0,0,-0.12,0,,23.0
2937,10,105.21,-54.75,-32.86,1.06,-0.54,0.77,6.01,0,0.00,0.68,0.00,0.62,1,0,0,-1.12,0,,24.0
2938,10,105.15,-54.78,-32.82,1.40,-0.37,0.56,4.75,0,0.00,0.65,0.00,0.62,1,0,0,-0.12,0,,24.0
2939,10,105.08,-54.80,-32.79,1.65,-0.16,0.49,3.49,0,0.49,0.00,0.00,0.77,0,0,0,-0.12,0,,24.0
2940,10,105.02,-54.80,-32.75,1.84,0.00,0.44,2.17,0,0.00,0.87,0.00,0.24,0,0,0,-0.12,0,,24.0
2941,10,104.95,-54.80,-32.73,1.93,0.16,0.30,0.91,0,0.08,0.00,0.00,0.93,0,0,0,-0.12,0,,24.0
2942,10,104.89,-54.78,-32.72,1.95,0.34,0.19,-0.35,0,0.00,0.90,0.00,0.18,1,0,0,-0.12,0,,24.0
2943,10,104.83,-54.76,-32.71,1.88,0.38,0.15,-1.67,0,0.89,0.00,0.00,0.13,0,0,0,-0.12,0,,24.0
2944,10,104.76,-54.73,-32.69,1.73,0.50,0.35,-2.93,0,0.43,0.00,0.00,0.74,0,0,0,-0.12,0,,24.0
2945,10,104.70,-54.69,-32.67,1.51,0.61,0.29,-4.19,0,0.00,0.91,0.07,0.00,0,0,0,-0.12,0,,24.0
2946,10,104.63,-54.65,-32.66,1.18,0.69,0.06,-5.51,0,0.00,0.39,0.00,0.69,0,0,0,-0.12,0,,24.0
2947,10,104.57,-54.60,-32.66,0.80,0.92,-0.05,-6.77,0,0.00,0.25,0.00,0.86,0,0,0,-0.12,0,,24.0
2948,10,104.51,-54.49,-32.73,0.67,2.58,-2.23,3.09,0,0.00,0.19,0.00,0.89,0,0,0,-0.12,0,,24.0
2949,10,104.44,-54.31,-32.88,0.83,2.83,-2.20,1.77,0,0.56,0.00,0.00,0.69,0,0,0,0.88,0,,23.0
2950,10,104.38,-54.13,-33.01,0.90,2.82,-2.19,0.51,0,0.00,0.46,0.70,0.00,0,0,0,-0.12,0,,23.0
2951,10,104.31,-53.96,-33.16,0.89,2.80,-2.26,-0.75,0,0.20,0.00,0.00,0.93,0,0,0,-0.53,0,,23.4
2952,10,104.25,-53.76,-33.30,0.79,3.09,-2.25,-2.07,0,0.00,0.17,0.00,0.93,0,0,0,-0.12,0,,23.4
2953,10,104.19,-53.56,-33.45,0.62,3.23,-2.15,-3.33,0,0.93,0.00,0.06,0.00,0,0,0,-0.12,0,,23.4
2954,10,104.12,-53.38,-33.49,0.63,2.80,-0.13,0.84,0,0.93,0.00,0.14,0.00,0,0,0,-0.12,0,,23.4
2955,10,104.06,-53.20,-33.49,0.64,2.72,0.15,-0.48,0,0.86,0.00,0.30,0.00,0,0,0,-0.12,0,,23.4
2956,10,103.99,-53.03,-33.47,0.57,2.42,0.65,0.85,0,0.51,0.00,0.00,0.68,0,0,0,-0.53,0,,23.8
2957,10,103.93,-52.87,-33.43,0.58,2.65,0.69,-0.41,0,0.00,0.37,0.00,0.84,0,0,0,-0.12,0,,23.8
2958,10,103.86,-52.67,-33.39,0.78,3.14,0.61,6.86,0,0.40,0.00,0.00,0.83,1,0,0,-0.12,0,,23.8
2959,10,103.80,-52.47,-33.35,1.17,3.24,0.54,5.60,0,0.00,0.83,0.22,0.00,0,0,0,-0.12,0,,23.8
2960,10,103.74,-52.27,-33.32,1.48,3.10,0.46,4.34,0,0.58,0.00,0.68,0.00,0,0,0,-0.12,0,,23.8
2961,10,103.67,-52.07,-33.28,1.72,2.97,0.69,3.02,0,0.88,0.00,0.00,0.03,1,0,0,-0.53,0,,24.2
2962,10,103.61,-51.88,-33.23,1.87,2.93,0.97,1.76,0,0.91,0.00,0.28,0.00,0,0,0,-0.12,0,,24.2
2963,10,103.55,-51.70,-33.16,1.94,2.97,1.06,0.50,0,0.00,0.47,0.00,0.78,0,0,0,-0.12,0,,24.2
2964,10,103.48,-51.50,-33.09,1.93,3.13,1.10,-0.82,0,0.90,0.00,0.00,0.18,0,0,0,-0.12,0,,24.2
2965,10,103.42,-51.30,-33.02,1.83,3.28,1.25,-2.08,0,0.07,0.00,0.00,0.91,0,0,0,-0.12,0,,24.2
2966,10,103.36,-51.08,-32.94,1.66,3.35,1.17,-3.34,0,0.00,0.68,0.61,0.00,0,0,0,-0.53,0,,24.7
2967,10,103.29,-50.87,-32.87,1.39,3.32,0.94,-4.66,0,0.00,0.70,0.00,0.60,0,0,0,-1.12,0,,25.7
2968,10,103.23,-50.66,-32.82,1.06,3.33,0.91,-5.92,0,0.74,0.00,0.55,0.00,0,0,0,-0.12,0,,25.7
2969,10,103.16,-50.45,-32.75,0.64,3.31,1.11,-7.18,0,0.57,0.00,0.00,0.67,0,0,0,-0.12,0,,25.7
2970,10,103.10,-50.28,-32.65,0.74,2.60,1.64,2.58,0,0.00,0.13,0.00,0.90,0,0,0,-0.12,0,,25.7
2971,10,103.03,-50.10,-32.55,0.86,2.86,1.62,1.32,0,0.10,0.00,0.00,0.86,0,0,0,-0.53,0,,26.1
2972,10,102.97,-49.92,-32.44,0.90,3.04,1.51,0.06,0,0.00,0.92,0.00,0.21,0,0,0,-0.12,0,,26.1
2973,10,102.91,-49.71,-32.36,0.86,2.98,1.22,-1.26,1,0.00,0.71,0.56,0.00,0,0,0,-0.02,0,,26.1
2974,10,102.84,-49.53,-32.28,0.74,2.85,1.23,-2.52,0,0.88,0.00,0.23,0.00,0,0,0,-0.12,0,,26.1
2975,10,102.78,-49.35,-32.20,0.58,3.17,0.51,1.63,0,0.42,0.00,0.84,0.00,0,0,0,-0.12,0,,26.1
2976,10,102.71,-49.15,-32.17,0.64,3.09,0.48,0.31,0,0.00,0.67,0.00,0.53,0,0,0,-0.12,0,,26.1
2977,10,102.65,-48.95,-32.14,0.62,3.14,0.49,-0.95,0,0.92,0.00,0.13,0.00,0,0,0,-0.53,0,,26.5
2978,10,102.59,-48.74,-32.10,0.74,3.53,0.61,7.02,0,0.00,0.88,0.04,0.00,1,0,0,-0.12,0,,26.5
2979,10,102.52,-48.51,-32.07,1.16,3.58,0.32,5.70,0,0.00,0.76,0.00,0.46,0,0,0,-0.12,0,,26.5
2980,10,102.46,-48.28,-32.06,1.47,3.58,0.08,4.44,0,0.00,0.70,0.48,0.00,1,0,0,-0.12,0,,26.5
2981,10,102.39,-48.06,-32.06,1.71,3.37,-0.07,3.18,0,0.00,0.03,0.83,0.00,0,0,0,-0.53,0,,26.9
2982,10,102.33,-47.85,-32.07,1.88,3.31,0.01,1.86,0,0.62,0.00,0.00,0.68,0,0,0,-0.12,0,,26.9
2983,10,102.27,-47.63,-32.06,1.95,3.50,0.01,0.60,0,0.00,0.56,0.00,0.62,1,0,0,-0.12,0,,26.9
2984,10,102.20,-47.41,-32.07,1.95,3.57,0.01,-0.66,0,0.91,0.00,0.17,0.00,0,0,0,-0.12,0,,26.9
2985,10,102.14,-47.17,-32.06,1.86,3.56,0.30,-1.98,0,0.90,0.00,0.00,0.16,0,0,0,-0.12,0,,26.9
2986,10,102.07,-46.95,-32.03,1.69,3.54,0.31,-3.24,0,0.00,0.85,0.24,0.00,0,0,0,-0.53,0,,27.3
2987,10,102.01,-46.73,-32.02,1.45,3.39,0.17,-4.50,0,0.17,0.00,0.79,0.00,0,0,0,-0.12,0,,27.3
2988,10,101.94,-46.51,-32.00,1.10,3.15,0.30,-5.82,0,0.69,0.00,0.57,0.00,0,0,0,-0.12,0,,27.3
2989,10,101.88,-46.32,-31.98,0.69,2.97,0.29,-7.08,0,0.00,0.78,0.48,0.00,0,0,0,-0.12,0,,27.3
2990,10,101.82,-46.30,-31.97,0.71,-0.58,0.15,2.81,0,0.75,0.00,0.00,0.47,0,0,0,-0.12,0,,27.3
2991,10,101.75,-46.33,-31.96,0.85,-0.47,0.15,1.49,0,0.00,0.83,0.00,0.26,0,0,0,-0.12,0,,27.3
2992,10,101.69,-46.36,-31.95,0.90,-0.43,0.14,0.23,0,0.90,0.00,0.05,0.00,0,0,0,-0.12,0,,27.3
2993,10,101.63,-46.39,-31.94,0.88,-0.35,0.21,-1.03,1,0.00,0.61,0.00,0.70,1,0,0,-0.02,0,,27.3
2994,10,101.56,-46.40,-31.93,0.76,-0.10,0.06,-2.35,0,0.00,0.22,0.00,0.88,0,0,0,-0.12,0,,27.3
2995,10,101.50,-46.40,-31.93,0.57,0.17,0.07,-3.61,0,0.34,0.00,0.00,0.85,0,0,0,-0.12,0,,27.3
2996,10,101.44,-46.27,-31.92,0.64,2.24,0.15,0.61,0,0.41,0.00,0.00,0.73,0,0,0,-0.12,0,,27.3
2997,10,101.37,-46.12,-31.91,0.63,2.32,0.35,-0.71,0,0.88,0.00,0.21,0.00,1,0,0,-0.53,0,,27.7
2998,10,101.31,-45.96,-31.87,0.57,2.84,1.28,0.65,0,0.34,0.00,0.00,0.89,0,0,0,-1.12,0,,28.7
2999,10,101.24,-45.78,-31.79,0.57,2.93,1.43,-0.61,0,0.73,0.00,0.54,0.00,0,0,0,-0.12,0,,28.7
3000,10,101.18,-45.59,-31.69,0.56,2.90,1.30,0.00,0,0.00,0.48,0.00,0.77,0,0,0,-0.12,0,,28.7
3001,10,101.11,-45.40,-31.62,0.56,2.91,1.32,0.00,1,0.80,0.00,0.32,0.00,0,0,0,-0.02,0,,28.7
3002,10,101.05,-45.24,-31.52,0.56,2.25,1.79,0.00,1,0.47,0.00,0.78,0.00,0,0,0,-0.02,0,,28.7
3003,10,100.98,-45.11,-31.39,0.56,2.10,1.78,0.00,1,0.00,0.24,0.00,0.89,0,0,0,-0.43,0,,29.1
3004,10,100.92,-44.97,-31.29,0.56,2.03,1.60,0.00,1,0.10,0.00,0.93,0.00,0,0,0,-0.02,0,,29.1
3005,10,100.86,-44.87,-31.19,0.56,1.18,1.41,0.00,1,0.00,0.40,0.82,0.00,0,0,0,-0.02,0,,29.1
3006,10,100.79,-44.81,-31.10,0.56,0.77,1.49,0.00,1,0.84,0.00,0.00,0.14,0,0,0,-0.02,0,,29.1
3007,10,100.73,-44.77,-30.99,0.56,0.38,1.79,0.00,1,0.00,0.00,0.88,0.00,0,0,0,-0.02,0,,29.1
3008,10,100.67,-44.77,-30.89,0.76,-0.02,1.72,6.92,1,0.05,0.00,0.00,0.89,1,0,0,-0.02,0,,29.1
3009,10,100.60,-44.76,-30.77,1.17,-0.01,1.76,5.60,0,0.30,0.00,0.88,0.00,0,0,0,-1.12,0,,30.1
3010,10,100.54,-44.77,-30.66,1.48,-0.30,1.78,4.34,0,0.00,0.07,0.90,0.00,0,0,0,-0.12,0,,30.1
3011,10,100.47,-44.80,-30.55,1.71,-0.55,1.67,3.08,0,0.00,0.67,0.51,0.00,0,0,0,-0.12,0,,30.1
3012,10,100.41,-44.84,-30.45,1.87,-0.67,1.40,1.76,0,0.00,0.91,0.09,0.00,1,0,0,-0.12,0,,30.1
3013,10,100.35,-44.88,-30.36,1.94,-0.63,1.36,0.50,0,0.76,0.00,0.00,0.42,0,0,0,-0.12,0,,30.1
3014,10,100.28,-44.92,-30.27,1.93,-0.60,1.37,-0.76,0,0.00,0.89,0.25,0.00,0,0,0,-0.12,0,,30.1
3015,10,100.22,-44.96,-30.19,1.83,-0.66,1.32,-2.08,0,0.87,0.00,0.12,0.00,0,0,0,-0.12,0,,30.1
3016,10,100.15,-45.00,-30.10,1.66,-0.57,1.52,-3.34,0,0.49,0.00,0.00,0.77,0,0,0,-0.12,0,,30.1
3017,10,100.09,-45.03,-30.00,1.41,-0.33,1.65,-4.60,0,0.43,0.00,0.00,0.76,0,0,0,-0.12,0,,30.1
3018,10,100.03,-45.05,-29.88,1.06,-0.24,1.84,-5.92,0,0.86,0.00,0.28,0.00,0,0,0,-0.12,0,,30.1
3019,10,99.96,-45.07,-29.76,0.64,-0.43,1.93,-7.18,0,0.00,0.28,0.85,0.00,1,0,0,-1.12,0,,31.1
3020,10,99.90,-45.11,-29.66,0.93,-0.67,1.42,6.44,0,0.00,0.98,0.00,0.22,1,1,0,-0.12,0,,31.1
3021,10,99.83,-45.15,-29.58,1.31,-0.70,1.35,5.12,0,0.78,0.00,0.34,0.00,0,0,0,0.29,0,,30.7
3022,10,99.77,-45.20,-29.49,1.59,-0.65,1.39,3.86,0,0.00,0.54,0.00,0.70,0,0,0,-0.12,0,,30.7
3023,10,99.71,-45.23,-29.40,1.79,-0.41,1.28,2.60,0,0.00,0.04,0.00,0.89,0,0,0,-0.12,0,,30.7
3024,10,99.64,-45.25,-29.32,1.91,-0.38,1.33,1.28,0,0.39,0.00,0.79,0.00,0,0,0,-0.12,0,,30.7
3025,10,99.58,-45.28,-29.23,1.95,-0.45,1.28,0.02,0,0.00,0.69,0.00,0.41,1,0,0,-0.12,0,,30.7
3026,10,99.52,-45.31,-29.16,1.91,-0.51,1.11,-1.24,0,0.00,0.24,0.87,0.00,0,0,0,-0.12,0,,30.7
3027,10,99.45,-45.35,-29.09,1.79,-0.52,1.06,-2.56,0,0.03,0.00,0.00,0.95,1,0,0,-0.12,0,,30.7
3028,10,99.39,-45.37,-29.02,1.58,-0.50,1.06,-3.82,0,0.03,0.00,0.84,0.00,0,0,0,-0.12,0,,30.7
3029,10,99.32,-45.41,-28.95,1.30,-0.61,1.17,-5.08,0,0.86,0.00,0.00,0.34,0,0,0,-0.12,0,,30.7
3030,10,99.26,-45.45,-28.87,0.92,-0.46,1.40,-6.40,0,0.57,0.00,0.00,0.64,1,0,0,-1.12,0,,31.7
3031,10,99.19,-45.47,-28.78,0.61,0.18,0.99,3.43,0,0.00,0.70,0.42,0.00,0,0,0,-0.12,0,,31.7
3032,10,99.13,-45.46,-28.72,0.78,0.07,0.96,2.17,0,0.85,0.00,0.22,0.00,0,0,0,-0.12,0,,31.7
3033,10,99.06,-45.46,-28.65,0.88,0.14,1.16,0.85,0,0.34,0.00,0.00,0.84,0,0,0,-0.12,0,,31.7
3034,10,99.00,-45.44,-28.57,0.89,0.26,1.33,-0.41,0,0.86,0.00,0.08,0.00,0,0,0,-0.12,0,,31.7
3035,10,98.94,-45.42,-28.48,0.82,0.34,1.52,-1.67,0,0.32,0.00,0.00,0.85,0,0,0,-0.12,0,,31.7
3036,10,98.87,-45.40,-28.38,0.67,0.22,1.54,-2.99,0,0.00,0.01,0.93,0.00,0,0,0,-0.12,0,,31.7
3037,10,98.81,-45.42,-28.26,0.61,-0.56,2.33,1.15,0,0.63,0.00,0.00,0.58,0,0,0,-0.12,0,,31.7
3038,10,98.75,-45.44,-28.11,0.64,-0.38,2.53,-0.11,0,0.73,0.00,0.00,0.61,0,0,0,-0.12,0,,31.7
3039,10,98.68,-45.46,-27.94,0.59,-0.20,2.55,-1.43,1,0.00,0.74,0.00,0.53,0,0,0,-0.02,0,,31.7
3040,10,98.62,-45.43,-27.79,0.58,0.63,2.25,-0.10,0,0.77,0.00,0.36,0.00,0,0,0,-1.12,0,,32.7
3041,10,98.56,-45.40,-27.64,0.56,0.52,2.77,0.00,1,0.90,0.00,0.00,0.14,0,0,0,-0.02,0,,32.7
3042,10,98.49,-45.37,-27.44,0.56,0.20,3.27,0.00,1,0.68,0.00,0.49,0.00,0,0,0,-0.02,0,,32.7
3043,10,98.43,-45.37,-27.22,0.56,0.29,3.21,0.00,1,0.00,0.37,0.00,0.83,0,0,0,-0.02,0,,32.7
3044,10,98.36,-45.32,-27.04,0.56,0.96,2.63,0.00,1,0.00,0.46,0.00,0.73,0,0,0,-0.02,0,,32.7
3045,10,98.30,-45.24,-26.88,0.56,1.44,2.54,0.00,1,0.79,0.00,0.00,0.49,0,0,0,-0.02,0,,32.7
3046,10,98.23,-45.14,-26.71,0.56,1.66,2.40,0.00,1,0.00,0.88,0.00,0.27,0,0,0,-1.02,0,,33.7
3047,10,98.17,-45.03,-26.58,0.56,1.96,2.06,0.00,1,0.60,0.00,0.00,0.70,0,0,0,-0.43,0,,34.1
3048,10,98.11,-44.89,-26.43,0.56,2.25,2.61,0.00,1,0.89,0.00,0.00,0.18,0,0,0,-0.02,0,,34.1
3049,10,98.04,-44.74,-26.25,0.56,2.49,3.09,0.00,1,0.55,0.00,0.00,0.74,0,0,0,-0.02,0,,34.1
3050,10,97.98,-44.57,-26.05,0.56,2.79,2.86,0.00,1,0.00,0.86,0.00,0.31,0,0,0,-0.02,0,,34.1
3051,10,97.91,-44.38,-25.89,0.78,2.84,2.23,6.86,1,0.00,0.84,0.00,0.15,1,0,0,-0.02,0,,34.1
3052,10,97.85,-44.21,-25.76,1.17,2.74,1.99,5.60,0,0.00,0.62,0.79,0.00,1,1,0,-1.12,0,,35.1
3053,10,97.79,-44.04,-25.64,1.48,2.68,1.81,4.34,0,0.00,0.47,0.00,0.67,0,0,0,-0.53,0,,35.6
3054,10,97.72,-43.86,-25.52,1.72,2.85,1.83,3.02,0,0.70,0.00,0.00,0.39,0,0,0,-0.12,0,,35.6
3055,10,97.66,-43.68,-25.40,1.87,2.77,1.90,1.76,0,0.00,0.19,0.89,0.00,0,0,0,-0.12,0,,35.6
3056,10,97.59,-43.51,-25.28,1.94,2.69,1.77,0.50,0,0.00,0.57,0.00,0.74,0,0,0,-0.12,0,,35.6
3057,10,97.53,-43.33,-25.17,1.93,2.68,1.70,-0.82,0,0.26,0.00,0.85,0.00,1,0,0,-0.12,0,,35.6
3058,10,97.47,-43.17,-25.07,1.83,2.51,1.60,-2.08,0,0.00,0.90,0.17,0.00,0,0,0,-0.12,0,,35.6
3059,10,97.40,-43.01,-24.97,1.66,2.37,1.50,-3.34,0,0.52,0.00,0.75,0.00,0,0,0,-0.53,0,,36.0
3060,10,97.34,-42.86,-24.87,1.39,2.16,1.46,-4.66,0,0.00,0.85,0.35,0.00,0,0,0,-1.12,0,,37.0
3061,10,97.27,-42.73,-24.79,1.06,1.97,1.23,-5.92,0,0.00,0.56,0.83,0.00,1,1,0,-0.12,0,,37.0
3062,10,97.21,-42.61,-24.72,0.64,1.84,1.00,-7.18,0,0.00,0.91,0.00,0.23,1,0,0,-0.12,0,,37.0
3063,10,97.14,-42.63,-24.81,0.95,-0.57,-1.79,6.38,0,0.89,0.00,0.00,0.19,0,0,0,-0.12,0,,37.0
