step,seg,time_left_s,x,y,z,vx,vy,vz,on_floor,fwd,back,left,right,jump,brake,oob,reward,done,outcome,goal_d
4782,16,106.80,-22.75,-30.52,0.84,0.14,0.83,6.68,0,0.43,0.00,0.00,0.81,0,0,0,-0.12,0,,41.9
4783,16,106.74,-22.73,-30.47,1.22,0.37,0.82,5.42,0,0.00,0.51,0.00,0.71,0,0,0,-0.12,0,,41.9
4784,16,106.67,-22.70,-30.42,1.53,0.62,0.74,4.10,0,0.17,0.00,0.00,0.84,1,0,0,-0.12,0,,41.9
4785,16,106.61,-22.65,-30.37,1.75,0.79,0.88,2.84,0,0.84,0.00,0.00,0.29,0,0,0,-0.12,0,,41.9
4786,16,106.55,-22.60,-30.30,1.88,0.74,1.10,1.58,0,0.60,0.00,0.68,0.00,0,0,0,-0.12,0,,41.9
4787,16,106.48,-22.55,-30.23,1.94,0.85,1.06,0.26,0,0.00,0.41,0.00,0.83,1,0,0,-0.12,0,,41.9
4788,16,106.42,-22.50,-30.17,1.92,0.86,1.06,-1.00,0,0.48,0.00,0.77,0.00,0,0,0,-0.12,0,,41.9
4789,16,106.36,-22.45,-30.10,1.81,0.60,1.15,-2.26,0,0.15,0.00,0.87,0.00,1,0,0,-0.12,0,,41.9
4790,16,106.29,-22.42,-30.02,1.62,0.29,1.15,-3.58,0,0.00,0.09,0.94,0.00,0,0,0,-0.12,0,,41.9
4791,16,106.23,-22.41,-29.95,1.35,0.06,1.26,-4.84,0,0.83,0.00,0.41,0.00,0,0,0,-0.12,0,,41.9
4792,16,106.16,-22.41,-29.86,1.01,-0.09,1.29,-6.10,0,0.00,0.78,0.52,0.00,0,0,0,0.88,0,,40.9
4793,16,106.10,-22.42,-29.78,0.57,-0.59,1.27,3.67,0,0.80,0.00,0.00,0.36,0,0,0,-0.12,0,,40.9
4794,16,106.03,-22.46,-29.69,0.76,-0.43,1.48,2.41,0,0.63,0.00,0.00,0.69,0,0,0,-0.12,0,,40.9
4795,16,105.97,-22.48,-29.59,0.87,-0.19,1.63,1.15,0,0.27,0.00,0.00,0.88,0,0,0,-0.12,0,,40.9
4796,16,105.91,-22.48,-29.49,0.90,-0.20,1.47,-0.17,0,0.00,0.81,0.40,0.00,0,0,0,-0.12,0,,40.9
4797,16,105.84,-22.50,-29.40,0.85,-0.15,1.27,-1.43,1,0.00,0.38,0.00,0.82,0,0,0,-0.02,0,,40.9
4798,16,105.78,-22.50,-29.33,0.71,0.08,1.28,-2.69,0,0.66,0.00,0.00,0.64,0,0,0,-0.12,0,,40.9
4799,16,105.71,-22.45,-29.24,0.70,2.11,1.20,7.11,0,0.00,0.05,0.00,0.87,1,0,0,-0.12,0,,40.9
4800,16,105.65,-22.31,-29.17,1.11,2.38,1.18,5.85,0,0.00,0.00,0.00,0.93,1,0,0,-0.12,0,,40.9
4801,16,105.59,-22.15,-29.09,1.44,2.49,1.04,4.59,0,0.00,0.88,0.32,0.00,0,0,0,-0.12,0,,40.9
4802,16,105.52,-21.99,-29.04,1.69,2.53,0.78,3.27,0,0.00,0.57,0.00,0.76,0,0,0,0.29,0,,40.5
4803,16,105.46,-21.83,-28.99,1.86,2.58,0.55,2.01,0,0.00,0.77,0.44,0.00,0,0,0,-0.12,0,,40.5
4804,16,105.40,-21.67,-28.97,1.94,2.36,0.37,0.75,0,0.00,0.21,0.98,0.00,0,1,0,-0.12,0,,40.5
4805,16,105.33,-21.52,-28.94,1.95,2.30,0.33,-0.57,0,0.04,0.00,0.00,0.84,1,0,0,-0.12,0,,40.5
4806,16,105.27,-21.38,-28.93,1.87,2.23,0.17,-1.83,0,0.00,0.68,0.62,0.00,1,0,0,-0.12,0,,40.5
4807,16,105.20,-21.24,-28.92,1.71,2.23,0.03,-3.09,0,0.00,0.11,0.00,0.86,0,0,0,-0.12,0,,40.5
4808,16,105.14,-21.09,-28.92,1.46,2.22,-0.00,-4.41,0,0.00,0.01,1.00,0.00,0,1,0,0.29,0,,40.0
4809,16,105.08,-20.95,-28.92,1.14,2.18,0.04,-5.67,0,0.35,0.00,0.00,0.85,0,0,0,-0.12,0,,40.0
4810,16,105.01,-20.81,-28.92,0.74,2.42,0.02,-6.93,0,0.00,0.55,0.00,0.70,1,0,0,-0.12,0,,40.0
4811,16,104.95,-20.69,-28.99,0.86,1.26,-1.65,6.64,0,0.90,0.00,0.16,0.00,1,0,0,-0.12,0,,40.0
4812,16,104.88,-20.62,-29.09,1.23,1.05,-1.66,5.38,0,0.00,0.35,0.85,0.00,0,0,0,-0.12,0,,40.0
4813,16,104.82,-20.56,-29.20,1.53,0.97,-1.81,4.12,0,0.00,0.58,0.00,0.69,0,0,0,-0.12,0,,40.0
4814,16,104.75,-20.49,-29.32,1.76,1.19,-1.86,2.80,0,0.42,0.00,0.00,0.74,0,0,0,-0.12,0,,40.0
4815,16,104.69,-20.41,-29.44,1.89,1.39,-1.70,1.54,0,0.58,0.00,0.00,0.63,0,0,0,-0.12,0,,40.0
4816,16,104.63,-20.32,-29.54,1.95,1.35,-1.50,0.28,0,0.69,0.00,0.41,0.00,0,0,0,-0.12,0,,40.0
4817,16,104.56,-20.24,-29.63,1.92,1.15,-1.27,-1.04,0,0.74,0.00,0.67,0.00,1,1,0,-0.12,0,,40.0
4818,16,104.50,-20.17,-29.70,1.81,1.17,-1.13,-2.30,0,0.23,0.00,0.00,0.88,0,0,0,-0.12,0,,40.0
4819,16,104.44,-20.09,-29.77,1.63,1.26,-0.99,-3.56,0,0.82,0.00,0.47,0.00,0,0,0,0.29,0,,39.6
4820,16,104.37,-20.01,-29.83,1.34,1.07,-0.74,-4.88,0,0.73,0.00,0.56,0.00,0,0,0,-0.12,0,,39.6
4821,16,104.31,-19.95,-29.87,1.00,1.10,-0.63,-6.14,0,0.00,0.01,0.00,0.91,0,0,0,-0.12,0,,39.6
4822,16,104.24,-19.87,-29.91,0.57,1.37,-0.64,-7.40,0,0.04,0.00,0.00,0.87,0,0,0,-1.12,0,,40.6
4823,16,104.18,-19.75,-29.75,0.76,1.77,2.38,2.36,0,0.00,0.56,0.71,0.00,0,0,0,0.88,0,,39.6
4824,16,104.11,-19.64,-29.60,0.87,1.55,2.15,1.10,0,0.00,0.80,0.60,0.00,0,1,0,-0.12,0,,39.6
4825,16,104.05,-19.55,-29.48,0.90,1.37,1.91,-0.16,0,0.00,0.75,0.49,0.00,0,0,0,-0.12,0,,39.6
4826,16,103.99,-19.47,-29.35,0.84,1.12,1.87,-1.48,1,0.25,0.00,0.87,0.00,0,0,0,-0.02,0,,39.6
4827,16,103.92,-19.40,-29.24,0.71,1.06,1.79,-2.74,0,0.00,0.71,0.00,0.58,0,0,0,-0.12,0,,39.6
4828,16,103.86,-19.35,-29.16,0.59,0.44,0.23,1.41,0,0.83,0.00,0.00,0.24,0,0,0,-0.12,0,,39.6
4829,16,103.79,-19.31,-29.13,0.64,0.60,0.34,0.09,0,0.00,0.23,0.00,0.84,1,0,0,-0.12,0,,39.6
4830,16,103.73,-19.27,-29.11,0.61,0.61,0.22,-1.17,1,0.00,0.54,0.76,0.00,1,0,0,-0.02,0,,39.6
4831,16,103.67,-19.24,-29.12,0.81,0.50,-0.32,6.77,0,0.00,0.21,0.00,0.81,0,0,0,-0.12,0,,39.6
4832,16,103.60,-19.20,-29.15,1.21,0.62,-0.56,5.45,0,0.00,0.88,0.00,0.24,0,0,0,-0.12,0,,39.6
4833,16,103.54,-19.16,-29.19,1.52,0.57,-0.84,4.19,0,0.00,0.86,0.26,0.00,0,0,0,-0.12,0,,39.6
4834,16,103.48,-19.13,-29.25,1.74,0.59,-0.92,2.93,0,0.59,0.00,0.00,0.65,0,0,0,-0.12,0,,39.6
4835,16,103.41,-19.09,-29.31,1.89,0.71,-0.69,1.61,0,0.85,0.00,0.00,0.23,0,0,0,0.29,0,,39.2
4836,16,103.35,-19.04,-29.34,1.95,0.79,-0.44,0.35,0,0.79,0.00,0.00,0.34,0,0,0,-0.12,0,,39.2
4837,16,103.28,-18.98,-29.36,1.93,0.96,-0.29,-0.91,0,0.18,0.00,0.00,0.91,0,0,0,-0.12,0,,39.2
4838,16,103.22,-18.91,-29.38,1.82,1.25,-0.30,-2.23,0,0.00,0.23,0.00,0.94,0,0,0,-0.12,0,,39.2
4839,16,103.16,-18.83,-29.40,1.64,1.15,-0.27,-3.49,0,0.31,0.00,0.80,0.00,0,0,0,-0.12,0,,39.2
4840,16,103.09,-18.76,-29.42,1.38,1.14,-0.44,-4.75,0,0.00,0.84,0.00,0.33,1,0,0,-0.12,0,,39.2
4841,16,103.03,-18.69,-29.46,1.02,1.09,-0.73,-6.07,0,0.00,0.85,0.36,0.00,0,0,0,-0.12,0,,39.2
4842,16,102.96,-18.62,-29.51,0.60,1.02,-0.75,-7.33,0,0.88,0.00,0.06,0.00,0,0,0,-0.12,0,,39.2
4843,16,102.90,-18.54,-29.56,0.74,1.17,-0.83,2.50,0,0.00,0.47,0.79,0.00,0,0,0,-0.12,0,,39.2
4844,16,102.83,-18.47,-29.62,0.86,1.14,-0.99,1.18,0,0.00,0.45,0.00,0.80,0,0,0,-0.12,0,,39.2
4845,16,102.77,-18.39,-29.69,0.90,1.38,-1.03,-0.08,0,0.32,0.00,0.00,0.83,0,0,0,-0.12,0,,39.2
4846,16,102.71,-18.30,-29.75,0.85,1.45,-0.88,-1.34,1,0.72,0.00,0.53,0.00,0,0,0,-0.02,0,,39.2
4847,16,102.64,-18.21,-29.80,0.72,1.27,-0.64,-2.66,0,0.77,0.00,0.55,0.00,1,0,0,-0.12,0,,39.2
4848,16,102.58,-18.14,-29.83,0.59,0.54,-0.07,1.47,0,0.00,0.93,0.00,0.01,0,0,0,-0.12,0,,39.2
4849,16,102.52,-18.11,-29.84,0.64,0.51,-0.36,0.21,0,0.00,0.86,0.20,0.00,0,0,0,0.29,0,,38.8
4850,16,102.45,-18.08,-29.87,0.61,0.48,-0.26,-1.11,1,0.91,0.00,0.00,0.02,0,0,0,-0.02,0,,38.8
4851,16,102.39,-18.03,-29.90,0.58,0.95,-0.85,0.18,0,0.00,0.19,0.00,0.88,1,0,0,-1.12,0,,39.8
4852,16,102.32,-17.96,-29.96,0.56,1.43,-0.82,0.00,1,0.02,0.00,0.00,0.91,0,0,0,-0.02,0,,39.8
4853,16,102.26,-17.87,-30.00,0.56,1.06,-0.62,0.00,1,0.30,0.00,0.85,0.00,0,0,0,-0.02,0,,39.8
4854,16,102.19,-17.83,-30.04,0.78,0.49,-0.45,6.86,1,0.24,0.00,0.86,0.00,1,0,0,-0.02,0,,39.8
4855,16,102.13,-17.80,-30.06,1.17,0.51,-0.30,5.60,0,0.66,0.00,0.00,0.44,0,0,0,-0.12,0,,39.8
4856,16,102.07,-17.77,-30.07,1.49,0.37,-0.15,4.28,0,0.41,0.00,0.76,0.00,0,0,0,-0.12,0,,39.8
4857,16,102.00,-17.75,-30.08,1.72,0.34,-0.18,3.02,0,0.00,0.59,0.00,0.74,0,0,0,-0.12,0,,39.8
4858,16,101.94,-17.72,-30.10,1.87,0.58,-0.35,1.76,0,0.00,0.43,0.00,0.83,0,0,0,-0.12,0,,39.8
4859,16,101.87,-17.67,-30.12,1.94,0.73,-0.31,0.44,0,0.82,0.00,0.00,0.06,1,0,0,-0.12,0,,39.8
4860,16,101.81,-17.63,-30.14,1.93,0.65,-0.07,-0.82,0,0.71,0.00,0.59,0.00,0,0,0,-0.12,0,,39.8
4861,16,101.75,-17.59,-30.13,1.83,0.63,-0.02,-2.08,0,0.00,0.54,0.00,0.69,1,0,0,-0.12,1,timeout,39.8
4862,17,101.52,-17.43,-30.15,0.85,0.68,-0.03,-6.58,0,0.81,0.00,0.32,0.00,0,0,0,-0.12,0,,19.1
4863,17,101.46,-17.40,-30.13,0.73,0.23,1.07,7.04,0,0.00,0.13,0.90,0.00,1,0,0,-0.12,0,,19.1
4864,17,101.39,-17.40,-30.06,1.14,-0.04,1.12,5.72,0,0.59,0.00,0.69,0.00,0,0,0,-0.12,0,,19.1
4865,17,101.33,-17.40,-29.98,1.46,-0.16,1.06,4.46,0,0.00,1.00,0.00,0.04,0,1,0,-0.12,0,,19.1
4866,17,101.27,-17.41,-29.92,1.70,-0.04,1.14,3.20,0,0.76,0.00,0.00,0.52,0,0,0,-0.12,0,,19.1
4867,17,101.20,-17.41,-29.83,1.87,-0.05,1.40,1.88,0,0.87,0.00,0.25,0.00,0,0,0,-0.53,0,,19.5
4868,17,101.14,-17.42,-29.74,1.94,-0.18,1.43,0.62,0,0.00,0.68,0.57,0.00,0,0,0,-0.12,0,,19.5
4869,17,101.08,-17.44,-29.65,1.94,-0.34,1.41,-0.64,0,0.81,0.00,0.31,0.00,0,0,0,-0.12,0,,19.5
4870,17,101.01,-17.46,-29.56,1.85,-0.50,1.46,-1.96,0,0.00,0.56,0.64,0.00,0,0,0,-0.12,0,,19.5
4871,17,100.95,-17.50,-29.47,1.69,-0.54,1.25,-3.22,0,0.00,0.77,0.00,0.50,0,0,0,-0.12,0,,19.5
4872,17,100.88,-17.53,-29.40,1.44,-0.35,1.16,-4.48,0,0.46,0.00,0.00,0.71,0,0,0,-0.12,0,,19.5
4873,17,100.82,-17.54,-29.32,1.10,-0.10,1.21,-5.80,0,0.00,0.16,0.00,0.90,0,0,0,-0.12,0,,19.5
4874,17,100.75,-17.54,-29.24,0.70,-0.07,1.09,-7.06,0,0.00,0.57,0.73,0.00,1,0,0,-0.12,0,,19.5
4875,17,100.69,-17.56,-29.24,0.88,-0.35,-0.22,6.56,0,0.84,0.00,0.04,0.00,0,0,0,-0.12,0,,19.5
4876,17,100.63,-17.58,-29.25,1.27,-0.21,-0.26,5.24,0,0.00,0.56,0.00,0.71,0,0,0,-0.12,0,,19.5
4877,17,100.56,-17.59,-29.27,1.55,-0.21,-0.44,3.98,0,0.00,0.51,0.77,0.00,1,0,0,-0.12,0,,19.5
4878,17,100.50,-17.61,-29.31,1.76,-0.46,-0.62,2.72,0,0.00,0.56,0.72,0.00,1,0,0,-0.12,0,,19.5
4879,17,100.43,-17.65,-29.35,1.90,-0.50,-0.67,1.40,0,0.44,0.00,0.00,0.68,0,0,0,-0.12,0,,19.5
4880,17,100.37,-17.67,-29.39,1.94,-0.28,-0.55,0.14,0,0.31,0.00,0.00,0.84,0,0,0,-0.12,0,,19.5
4881,17,100.31,-17.68,-29.42,1.91,-0.20,-0.39,-1.12,0,0.77,0.00,0.48,0.00,0,0,0,-0.12,0,,19.5
4882,17,100.24,-17.70,-29.44,1.79,-0.15,-0.12,-2.44,0,0.89,0.00,0.00,0.45,0,1,0,-0.12,0,,19.5
4883,17,100.18,-17.71,-29.43,1.60,-0.17,0.13,-3.70,0,0.73,0.00,0.54,0.00,0,0,0,-0.12,0,,19.5
4884,17,100.12,-17.72,-29.42,1.32,-0.22,0.36,-4.96,0,0.78,0.00,0.00,0.43,0,0,0,-0.12,0,,19.5
4885,17,100.05,-17.73,-29.39,0.95,-0.29,0.45,-6.28,0,0.00,0.27,0.88,0.00,0,0,0,-0.12,0,,19.5
4886,17,99.99,-17.76,-29.35,0.62,-0.30,2.06,7.35,0,0.00,0.84,0.00,0.55,1,1,0,-0.12,0,,19.5
4887,17,99.92,-17.77,-29.23,1.04,-0.23,1.77,6.09,0,0.00,0.89,0.14,0.00,0,0,0,-0.12,0,,19.5
4888,17,99.86,-17.79,-29.12,1.39,-0.41,1.62,4.77,0,0.08,0.00,0.94,0.00,0,0,0,-0.12,0,,19.5
4889,17,99.80,-17.82,-29.03,1.65,-0.36,1.47,3.51,0,0.00,0.67,0.00,0.63,0,0,0,-0.12,0,,19.5
4890,17,99.73,-17.84,-28.94,1.83,-0.27,1.18,2.25,0,0.00,0.97,0.00,0.24,0,1,0,-0.12,0,,19.5
4891,17,99.67,-17.85,-28.87,1.94,-0.13,0.91,0.93,0,0.00,0.73,0.00,0.55,0,0,0,-0.53,0,,19.9
4892,17,99.60,-17.86,-28.82,1.95,-0.15,0.68,-0.33,0,0.00,0.63,0.66,0.00,1,0,0,-0.12,0,,19.9
4893,17,99.54,-17.87,-28.79,1.89,-0.25,0.42,-1.59,0,0.00,0.98,0.00,0.22,0,1,0,-0.12,0,,19.9
4894,17,99.47,-17.89,-28.77,1.74,-0.11,0.17,-2.91,0,0.00,0.60,0.00,0.59,0,0,0,-0.12,0,,19.9
4895,17,99.41,-17.89,-28.76,1.51,-0.07,0.19,-4.17,0,0.83,0.00,0.36,0.00,1,0,0,-0.12,0,,19.9
4896,17,99.35,-17.90,-28.74,1.21,-0.07,0.43,-5.43,0,0.73,0.00,0.00,0.56,0,0,0,-0.12,0,,19.9
4897,17,99.28,-17.89,-28.71,0.81,0.07,0.42,-6.75,0,0.00,0.85,0.00,0.33,0,0,0,-0.12,0,,19.9
4898,17,99.22,-17.86,-28.78,0.77,0.98,-2.96,6.89,0,0.78,0.00,0.00,0.49,1,0,0,-0.12,0,,19.9
4899,17,99.16,-17.80,-28.97,1.17,0.95,-2.87,5.63,0,0.00,0.37,0.81,0.00,0,0,0,0.29,0,,19.5
4900,17,99.09,-17.74,-29.16,1.49,0.86,-3.05,4.31,0,0.00,0.73,0.00,0.50,1,0,0,-0.12,0,,19.5
4901,17,99.03,-17.69,-29.36,1.72,0.91,-3.05,3.05,0,0.89,0.00,0.19,0.00,0,0,0,-0.12,0,,19.5
4902,17,98.96,-17.63,-29.54,1.87,0.97,-2.85,1.79,0,0.37,0.00,0.00,0.83,1,0,0,-0.12,0,,19.5
4903,17,98.90,-17.56,-29.73,1.95,1.14,-3.00,0.47,0,0.00,0.79,0.00,0.39,1,0,0,-0.12,0,,19.5
4904,17,98.83,-17.49,-29.93,1.93,1.08,-3.15,-0.79,0,0.00,0.06,0.81,0.00,0,0,0,0.29,0,,19.1
4905,17,98.77,-17.43,-30.13,1.84,0.83,-3.25,-2.05,0,0.00,0.55,0.70,0.00,1,0,0,-0.12,0,,19.1
4906,17,98.71,-17.38,-30.35,1.66,0.66,-3.49,-3.37,0,0.00,0.90,0.21,0.00,0,0,0,-0.12,0,,19.1
4907,17,98.64,-17.34,-30.57,1.41,0.63,-3.51,-4.63,0,0.89,0.00,0.00,0.08,1,0,0,-0.12,0,,19.1
4908,17,98.58,-17.30,-30.79,1.08,0.67,-3.48,-5.89,0,0.00,0.88,0.00,0.21,0,0,0,-0.12,0,,19.1
4909,17,98.51,-17.25,-31.02,0.64,0.81,-3.44,-7.21,0,0.66,0.00,0.00,0.59,0,0,0,0.29,0,,18.7
4910,17,98.45,-17.24,-31.09,0.73,0.10,-0.45,2.64,0,0.72,0.00,0.00,0.58,0,0,0,-0.12,0,,18.7
4911,17,98.39,-17.23,-31.11,0.85,0.15,-0.22,1.38,0,0.77,0.00,0.34,0.00,0,0,0,-0.12,0,,18.7
4912,17,98.32,-17.23,-31.12,0.90,-0.06,-0.05,0.06,0,0.48,0.00,0.70,0.00,0,0,0,-0.12,0,,18.7
4913,17,98.26,-17.24,-31.12,0.86,-0.32,0.02,-1.20,1,0.00,0.01,0.92,0.00,0,0,0,-0.02,0,,18.7
4914,17,98.20,-17.27,-31.12,0.74,-0.55,-0.11,-2.46,0,0.00,0.84,0.43,0.00,1,0,0,-0.12,0,,18.7
4915,17,98.13,-17.31,-31.13,0.58,-0.90,-1.07,1.65,0,0.89,0.00,0.00,0.12,0,0,0,-0.12,0,,18.7
4916,17,98.07,-17.36,-31.19,0.64,-0.87,-0.80,0.39,0,0.86,0.00,0.00,0.16,1,0,0,-0.12,0,,18.7
4917,17,98.00,-17.41,-31.23,0.62,-0.73,-0.63,-0.87,0,0.24,0.00,0.00,0.90,0,0,0,-0.12,0,,18.7
4918,17,97.94,-17.44,-31.26,0.58,-0.04,0.08,0.39,0,0.00,0.57,0.00,0.64,0,0,0,-0.12,0,,18.7
4919,17,97.88,-17.44,-31.26,0.60,0.49,-0.29,7.39,0,0.00,0.75,0.00,0.50,1,0,0,-0.12,0,,18.7
4920,17,97.81,-17.40,-31.28,1.02,0.68,-0.37,6.13,0,0.51,0.00,0.00,0.76,0,0,0,-0.12,0,,18.7
4921,17,97.75,-17.35,-31.31,1.38,0.79,-0.41,4.81,0,0.00,0.87,0.15,0.00,1,0,0,-0.12,0,,18.7
4922,17,97.68,-17.31,-31.34,1.64,0.59,-0.61,3.55,0,0.00,0.53,0.76,0.00,0,0,0,-0.12,0,,18.7
4923,17,97.62,-17.28,-31.38,1.82,0.39,-0.61,2.29,0,0.84,0.00,0.32,0.00,0,0,0,-0.12,0,,18.7
4924,17,97.55,-17.25,-31.42,1.93,0.51,-0.68,0.97,0,0.00,0.64,0.00,0.71,0,0,0,-0.12,0,,18.7
4925,17,97.49,-17.21,-31.47,1.95,0.65,-0.66,-0.29,0,0.88,0.00,0.00,0.22,0,0,0,-0.12,0,,18.7
4926,17,97.43,-17.17,-31.50,1.89,0.86,-0.56,-1.55,0,0.09,0.00,0.00,0.90,1,0,0,-0.12,0,,18.7
4927,17,97.36,-17.10,-31.54,1.74,0.92,-0.46,-2.87,0,0.67,0.00,0.63,0.00,0,0,0,-1.12,0,,19.7
4928,17,97.30,-17.05,-31.56,1.52,0.79,-0.48,-4.13,0,0.00,0.79,0.04,0.00,0,0,0,-0.12,0,,19.7
4929,17,97.24,-17.00,-31.60,1.22,0.89,-0.62,-5.39,0,0.05,0.00,0.00,0.86,0,0,0,-0.12,0,,19.7
4930,17,97.17,-16.94,-31.65,0.81,0.84,-0.78,-6.71,0,0.00,0.66,0.59,0.00,1,0,0,-0.12,0,,19.7
4931,17,97.11,-16.89,-31.72,0.76,0.75,-1.59,6.93,0,0.00,0.27,0.00,0.83,1,0,0,-0.12,0,,19.7
4932,17,97.04,-16.85,-31.82,1.16,0.61,-1.68,5.67,0,0.00,0.31,0.89,0.00,0,0,0,-0.12,0,,19.7
4933,17,96.98,-16.82,-31.93,1.49,0.31,-1.63,4.35,0,0.41,0.00,0.85,0.00,1,0,0,0.29,0,,19.2
4934,17,96.92,-16.80,-32.04,1.72,0.22,-1.70,3.09,0,0.00,0.84,0.00,0.37,1,0,0,-0.12,0,,19.2
4935,17,96.85,-16.79,-32.15,1.87,0.28,-1.74,1.83,0,0.91,0.00,0.00,0.09,0,0,0,-0.12,0,,19.2
4936,17,96.79,-16.77,-32.26,1.95,0.09,-1.75,0.51,0,0.00,0.38,0.84,0.00,0,0,0,-0.12,0,,19.2
4937,17,96.72,-16.77,-32.37,1.94,-0.03,-1.60,-0.75,0,0.87,0.00,0.18,0.00,0,0,0,-0.12,0,,19.2
4938,17,96.66,-16.77,-32.46,1.85,0.07,-1.41,-2.01,0,0.62,0.00,0.00,0.55,0,0,0,-0.12,0,,19.2
4939,17,96.59,-16.77,-32.56,1.67,0.05,-1.54,-3.33,0,0.00,0.83,0.29,0.00,0,0,0,-0.12,0,,19.2
4940,17,96.53,-16.76,-32.66,1.42,0.13,-1.73,-4.59,0,0.00,0.26,0.00,0.90,1,0,0,-0.12,0,,19.2
4941,17,96.47,-16.75,-32.78,1.09,0.29,-1.92,-5.85,0,0.00,0.89,0.00,0.04,0,0,0,-0.12,0,,19.2
4942,17,96.40,-16.73,-32.91,0.66,0.27,-2.23,-7.17,0,0.00,0.89,0.10,0.00,0,0,0,0.29,0,,18.8
4943,17,96.34,-16.72,-33.06,0.72,0.10,-2.34,2.69,0,0.36,0.00,0.00,0.87,0,0,0,-0.12,0,,18.8
4944,17,96.28,-16.71,-33.20,0.85,0.33,-2.21,1.43,0,0.60,0.00,0.00,0.67,0,0,0,-0.12,0,,18.8
4945,17,96.21,-16.68,-33.35,0.90,0.48,-2.24,0.11,0,0.00,0.85,0.00,0.29,1,0,0,-0.12,0,,18.8
4946,17,96.15,-16.65,-33.50,0.86,0.58,-2.51,-1.15,1,0.00,0.81,0.00,0.43,0,0,0,-0.02,0,,18.8
4947,17,96.08,-16.61,-33.66,0.75,0.58,-2.79,-2.41,0,0.00,0.82,0.45,0.00,0,0,0,-0.12,0,,18.8
4948,17,96.02,-16.56,-33.86,0.57,2.04,-3.11,1.68,0,0.00,0.12,0.00,0.91,0,0,0,-0.12,0,,18.8
4949,17,95.95,-16.43,-34.05,0.64,2.04,-3.17,0.42,0,0.00,0.24,0.90,0.00,1,0,0,0.29,0,,18.4
4950,17,95.89,-16.31,-34.26,0.62,1.76,-3.27,-0.84,0,0.00,0.33,0.83,0.00,0,0,0,-0.12,0,,18.4
4951,17,95.83,-16.20,-34.48,0.56,1.49,-3.63,0.00,0,0.00,0.46,0.00,0.75,0,0,0,-0.12,0,,18.4
4952,17,95.76,-16.12,-34.71,0.88,1.11,-3.68,6.56,1,0.00,0.36,0.78,0.00,1,0,0,-1.02,0,,19.4
4953,17,95.70,-16.06,-34.94,1.25,0.91,-3.66,5.30,0,0.68,0.00,0.42,0.00,0,0,0,0.29,0,,19.0
4954,17,95.63,-16.00,-35.18,1.55,0.92,-3.41,3.98,0,0.86,0.00,0.00,0.30,0,0,0,-0.12,0,,19.0
4955,17,95.57,-15.94,-35.38,1.76,0.89,-3.16,2.72,0,0.83,0.00,0.38,0.00,1,0,0,-0.12,0,,19.0
4956,17,95.51,-15.89,-35.58,1.89,0.84,-2.89,1.46,0,0.88,0.00,0.00,0.19,0,0,0,-0.12,0,,19.0
4957,17,95.44,-15.83,-35.76,1.94,1.04,-2.76,0.14,0,0.23,0.00,0.00,0.82,0,0,0,-0.12,0,,19.0
4958,17,95.38,-15.77,-35.93,1.91,0.93,-2.80,-1.12,0,0.00,0.22,0.79,0.00,0,0,0,-0.53,0,,19.4
4959,17,95.32,-15.71,-36.11,1.80,0.74,-2.72,-2.38,0,0.95,0.00,0.32,0.00,0,1,0,-0.12,0,,19.4
4960,17,95.25,-15.66,-36.29,1.60,0.85,-2.75,-3.70,0,0.00,0.53,0.00,0.73,1,0,0,-0.12,0,,19.4
4961,17,95.19,-15.60,-36.46,1.32,1.09,-2.79,-4.96,0,0.33,0.00,0.00,0.84,0,0,0,-0.12,0,,19.4
4962,17,95.12,-15.53,-36.63,0.97,1.13,-2.59,-6.22,0,0.81,0.00,0.11,0.00,1,0,0,-0.12,0,,19.4
4963,17,95.06,-15.46,-36.78,0.59,1.03,0.03,3.54,0,0.00,0.53,0.00,0.75,0,0,0,-0.12,0,,19.4
4964,17,95.00,-15.39,-36.79,0.77,1.09,-0.21,2.28,0,0.00,0.88,0.28,0.00,0,0,0,-0.12,0,,19.4
4965,17,94.93,-15.32,-36.81,0.87,0.93,-0.43,1.02,0,0.00,0.35,0.79,0.00,1,0,0,-0.12,0,,19.4
4966,17,94.87,-15.27,-36.84,0.90,0.76,-0.28,-0.30,0,0.86,0.00,0.33,0.00,0,0,0,-0.12,0,,19.4
4967,17,94.80,-15.22,-36.85,0.84,0.62,-0.27,-1.56,1,0.00,0.76,0.47,0.00,0,0,0,-0.02,0,,19.4
4968,17,94.74,-15.19,-36.88,0.70,0.40,-0.44,-2.82,0,0.00,0.15,0.94,0.00,0,0,0,-0.53,0,,19.8
4969,17,94.67,-15.19,-36.95,0.75,-0.52,-2.30,6.96,0,0.00,0.85,0.21,0.00,1,0,0,-0.12,0,,19.8
4970,17,94.61,-15.23,-37.10,1.15,-0.69,-2.43,5.70,0,0.07,0.00,0.86,0.00,1,0,0,-0.12,0,,19.8
4971,17,94.55,-15.28,-37.26,1.46,-0.94,-2.33,4.44,0,0.72,0.00,0.56,0.00,0,0,0,-0.12,0,,19.8
4972,17,94.48,-15.35,-37.40,1.71,-1.01,-2.07,3.12,0,0.90,0.00,0.00,0.25,0,0,0,-0.12,0,,19.8
4973,17,94.42,-15.41,-37.52,1.87,-1.11,-1.90,1.86,0,0.21,0.00,0.88,0.00,0,0,0,-0.12,0,,19.8
