update,total_steps,episodes,avg_reward,policy_loss,value_loss,entropy
55585,113774623,5314,12973.1629,-0.000776,5.701075,2.912809
55586,113776671,5314,12973.1629,-0.002458,4.932304,2.913240
55587,113778719,5314,12973.1629,-0.001574,3.233997,2.914170
55588,113780767,5314,12973.1629,-0.001651,2.159152,2.914914
55589,113782815,5314,12973.1629,-0.001425,2.570904,2.915432
55590,113784863,5314,12973.1629,-0.001837,5.592169,2.916237
55591,113786911,5314,12973.1629,-0.002492,2.298151,2.917064
55592,113788959,5314,12973.1629,-0.002961,0.558981,2.917899
55593,113791007,5314,12973.1629,-0.002046,3.817222,2.918578
55594,113793055,5314,12973.1629,-0.002411,1.611444,2.918147
55595,113795103,5314,12973.1629,-0.001341,2.229291,2.917621
55596,113797151,5314,12973.1629,0.000102,2.579419,2.917650
55597,113799199,5314,12973.1629,-0.001417,3.263856,2.917270
55598,113801247,5314,12973.1629,-0.000728,2.595804,2.916682
55599,113803295,5314,12973.1629,-0.001922,1.194029,2.916686
55600,113805343,5314,12973.1629,-0.000792,1.566003,2.916653
55601,113807391,5314,12973.1629,-0.002281,1.636921,2.916420
55602,113809439,5314,12973.1629,-0.002029,6.317733,2.915683
55603,113811487,5314,12973.1629,-0.000393,2.714124,2.915320
55604,113813535,5314,12973.1629,-0.003091,2.741082,2.915008
55605,113815583,5314,12973.1629,-0.002045,3.627110,2.915179
55606,113817631,5314,12973.1629,-0.001959,2.808931,2.915741
55607,113819679,5314,12973.1629,-0.002171,4.156436,2.916075
55608,113821727,5314,12973.1629,-0.000345,5.337993,2.915622
55609,113823775,5314,12973.1629,-0.001634,4.875022,2.915206
55610,113825823,5314,12973.1629,-0.003301,3.110715,2.915218
55611,113827871,5314,12973.1629,-0.002746,3.196400,2.914381
55612,113829919,5314,12973.1629,-0.001946,2.484563,2.913713
55613,113831967,5314,12973.1629,-0.003708,3.962509,2.913526
55614,113834015,5314,12973.1629,0.001098,1.466765,2.913420
55615,113836063,5314,12973.1629,-0.003312,4.631235,2.913689
55616,113838111,5314,12973.1629,-0.001438,3.813016,2.914871
55617,113840159,5314,12973.1629,-0.002957,6.182698,2.914495
55618,113842207,5314,12973.1629,-0.002733,4.942783,2.914728
55619,113844255,5314,12973.1629,-0.000990,3.871630,2.915473
55620,113846303,5314,12973.1629,-0.002284,3.840646,2.915811
55621,113848351,5314,12973.1629,-0.002478,5.839369,2.916594
55622,113850399,5314,12973.1629,-0.002845,3.414016,2.916894
55623,113852447,5314,12973.1629,-0.001245,2.226989,2.917543
55624,113854495,5314,12973.1629,-0.003615,3.239935,2.917332
55625,113856543,5314,12973.1629,-0.000701,5.126563,2.916642
55626,113858591,5314,12973.1629,-0.001620,8.263954,2.916817
55627,113860639,5314,12973.1629,-0.001857,3.067804,2.916860
55628,113862687,5314,12973.1629,-0.001483,2.575944,2.916734
55629,113864735,5314,12973.1629,-0.000120,2.133308,2.916485
55630,113866783,5314,12973.1629,-0.002529,1.885912,2.916834
55631,113868831,5314,12973.1629,-0.000753,4.354333,2.917253
55632,113870879,5314,12973.1629,0.000258,2.028664,2.917706
55633,113872927,5314,12973.1629,-0.000800,2.703497,2.918252
55634,113874975,5314,12973.1629,-0.000641,1.936013,2.918633
55635,113877023,5314,12973.1629,-0.001481,4.384156,2.918752
55636,113879071,5314,12973.1629,-0.002288,1.466588,2.918456
55637,113881119,5314,12973.1629,-0.001344,6.583160,2.918853
55638,113883167,5314,12973.1629,-0.004335,2.791197,2.919753
55639,113885215,5314,12973.1629,-0.001338,0.924913,2.919883
55640,113887263,5314,12973.1629,-0.003235,3.273321,2.919718
55641,113889311,5314,12973.1629,-0.001923,4.245008,2.919218
55642,113891359,5314,12973.1629,-0.003200,2.869701,2.918950
55643,113893407,5314,12973.1629,-0.002448,1.845510,2.918442
55644,113895455,5314,12973.1629,-0.000622,3.402825,2.918274
55645,113897503,5314,12973.1629,-0.001355,4.314123,2.918106
55646,113899551,5314,12973.1629,-0.002674,2.657562,2.917855
55647,113901599,5314,12973.1629,-0.001889,3.369547,2.918642
55648,113903647,5314,12973.1629,-0.000463,3.398779,2.918834
55649,113905695,5314,12973.1629,-0.002830,2.870358,2.918655
55650,113907743,5314,12973.1629,-0.001356,2.789459,2.918820
55651,113909791,5314,12973.1629,-0.000767,0.693622,2.918805
55652,113911839,5314,12973.1629,-0.002465,8.067519,2.918374
55653,113913887,5314,12973.1629,-0.001907,4.841719,2.919214
55654,113915935,5314,12973.1629,-0.001875,1.546982,2.919014
55655,113917983,5314,12973.1629,-0.001019,1.248664,2.919579
55656,113920031,5314,12973.1629,-0.002227,3.163432,2.921215
55657,113922079,5314,12973.1629,-0.001368,2.432733,2.920947
55658,113924127,5314,12973.1629,-0.002536,1.829415,2.920500
55659,113926175,5314,12973.1629,-0.004339,1.102267,2.920575
55660,113928223,5314,12973.1629,-0.000998,5.550211,2.920612
55661,113930271,5314,12973.1629,-0.001682,3.638623,2.919812
55662,113932319,5314,12973.1629,-0.002791,3.982273,2.920178
55663,113934367,5314,12973.1629,-0.001078,3.749899,2.920985
55664,113936415,5314,12973.1629,-0.003107,3.040864,2.922250
55665,113938463,5314,12973.1629,-0.002778,2.175804,2.924368
55666,113940511,5314,12973.1629,-0.001527,1.999580,2.925862
55667,113942559,5314,12973.1629,-0.002983,6.361150,2.926169
55668,113944607,5314,12973.1629,-0.002023,2.458788,2.926585
55669,113946655,5314,12973.1629,-0.001914,2.799252,2.926672
55670,113948703,5314,12973.1629,-0.000511,3.914401,2.927006
55671,113950751,5314,12973.1629,-0.001265,1.943669,2.927585
55672,113952799,5314,12973.1629,-0.002819,3.585433,2.927372
55673,113954847,5314,12973.1629,-0.000830,4.065662,2.926741
55674,113956895,5314,12973.1629,-0.000635,5.629645,2.927014
55675,113958943,5314,12973.1629,-0.001729,4.432340,2.927335
55676,113960991,5314,12973.1629,-0.001165,3.893460,2.927881
55677,113963039,5314,12973.1629,-0.002590,2.959986,2.927964
55678,113965087,5314,12973.1629,-0.003321,3.189082,2.927605
55679,113967135,5314,12973.1629,-0.001368,3.049954,2.927347
55680,113969183,5314,12973.1629,-0.001933,7.820054,2.927004
55681,113971231,5314,12973.1629,-0.001176,6.775194,2.926143
55682,113973279,5314,12973.1629,-0.002498,2.722444,2.926095
55683,113975327,5314,12973.1629,-0.002593,2.896442,2.927038
55684,113977375,5314,12973.1629,-0.002020,6.016871,2.927416
55685,113979423,5314,12973.1629,-0.003558,5.090872,2.928162
55686,113981471,5314,12973.1629,-0.002019,5.504729,2.928917
55687,113983519,5314,12973.1629,-0.001309,5.685793,2.928956
55688,113985567,5314,12973.1629,-0.002977,2.822671,2.928993
55689,113987615,5314,12973.1629,-0.002131,3.333073,2.929048
55690,113989663,5314,12973.1629,-0.000892,5.223659,2.929258
55691,113991711,5314,12973.1629,-0.000480,4.955017,2.930709
55692,113993759,5314,12973.1629,-0.003210,8.558958,2.930815
55693,113995807,5314,12973.1629,-0.002551,4.831999,2.930662
55694,113997855,5314,12973.1629,-0.002084,6.612349,2.931090
55695,113999903,5314,12973.1629,-0.001346,1.430226,2.930647
55696,114001951,5314,12973.1629,-0.002225,4.188312,2.930408
55697,114003999,5314,12973.1629,-0.002491,2.361561,2.930252
55698,114006047,5314,12973.1629,-0.001595,2.375187,2.930724
55699,114008095,5314,12973.1629,-0.002606,4.213548,2.930548
55700,114010143,5314,12973.1629,-0.001205,2.629687,2.929520
55701,114012191,5314,12973.1629,-0.001940,5.748522,2.929533
55702,114014239,5314,12973.1629,-0.000749,5.886166,2.930020
55703,114016287,5314,12973.1629,-0.001317,2.971892,2.930383
55704,114018335,5314,12973.1629,-0.002065,4.317118,2.931051
55705,114020383,5314,12973.1629,-0.002315,4.715853,2.931301
55706,114022431,5314,12973.1629,-0.001113,4.140564,2.931965
55707,114024479,5314,12973.1629,-0.002069,3.488601,2.932455
55708,114026527,5314,12973.1629,-0.003067,2.761825,2.932214
55709,114028575,5314,12973.1629,-0.002175,5.104709,2.932301
55710,114030623,5314,12973.1629,-0.002428,3.599065,2.932205
55711,114032671,5314,12973.1629,-0.000827,2.850705,2.932884
55712,114034719,5314,12973.1629,-0.003201,2.482310,2.932820
55713,114036767,5314,12973.1629,-0.001788,5.575510,2.933280
55714,114038815,5314,12973.1629,-0.003006,3.504026,2.933084
55715,114040863,5314,12973.1629,-0.002051,3.917083,2.933274
55716,114042911,5314,12973.1629,-0.001549,4.192334,2.933094
55717,114044959,5314,12973.1629,-0.001684,3.960079,2.932863
55718,114047007,5314,12973.1629,-0.002192,4.393415,2.933358
