update,total_steps,episodes,avg_reward,policy_loss,value_loss,entropy
457,233984,1900,-12.8576,-0.000579,0.000990,2.175982
458,234496,1900,-12.8576,-0.007419,0.002510,2.182150
459,235008,1900,-12.8576,-0.005466,0.004537,2.182067
460,235520,1900,-12.8576,0.000461,0.004229,2.183100
461,236032,1900,-12.8576,-0.000245,0.004678,2.185634
462,236544,1900,-12.8576,-0.001284,0.011285,2.135921
463,237056,1900,-12.8576,0.000351,0.000556,2.135266
464,237568,1900,-12.8576,-0.001267,0.002307,2.148742
465,238080,1900,-12.8576,-0.000965,0.007523,2.119331
466,238592,1900,-12.8576,-0.001881,0.000597,2.105595
467,239104,1900,-12.8576,-0.007451,0.002565,2.153246
468,239616,1900,-12.8576,-0.000941,0.002103,2.183226
469,240128,1900,-12.8576,-0.002840,0.000863,2.190180
470,240640,1901,-13.4135,-0.001006,0.000309,2.184751
471,241152,1901,-13.4135,-0.003263,0.000302,2.186497
472,241664,1901,-13.4135,-0.003854,0.000202,2.181823
